Stop Name,Internet Label,Avail Label,Stop Number,Routes Served,GPS,City,StaRT Stop ID,Solar Light,Shelter,Shelter Type,Asset Number2,Garbage Can,Garbage Can Type,Bench,Bench Type,Frames Needed,Landmark/Notes,Shelter Possible (Y/N),Priority,Trash Can Possible (Y/N),Priority2,Bench Possible w/o shelter (Y/N),Priority3,Notes,Column1
BLAKER SB SERVICE NS,Blaker Rd & Service Rd,BLAK SB SERV NS,923,42,"37.580668577169305, -120.96610782058566",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
SERVICE EB CVHS,Service Rd & Central Valley HS,SERV EB CVHS,924,42,"37.580107193087755, -120.96094837417506",Ceres,,,,,592,,,,,1,former CAT Route,,,,,,,,
CENTRAL NB SERVICE FS,Central Ave & Service Rd,CENT NB SERV FS,925,42,"37.58082913383634, -120.9567841367287",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
CENTRAL NB HARDY NS,Central Ave & Hardy Ct,CENT NB HARD NS,926,42,"37.583445278524344, -120.95680324139077",Ceres,,X,X,Mesh,593,X,,,,1,former CAT Route,,,,,,,,
PINE EB HAROLD NS,Pine Ave & Harold St,PINE EB HARO NS,927,42,"37.58692504864593, -120.95516526715203",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
6TH NB PARK FS,6th St & Park St,6TH NB PARK FS,928,29 29T,"37.58879333282112, -120.95090696589999",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
BLAKER NB SERVICE FS,Blaker Rd & Service Rd,BLAK NB SERV FS,929,42,"37.58119052757706, -120.96595666512432",Ceres,,,,,,,,,,,,,,,,,,,
MONTE VISTA EB CROWELL FS,Monte Vista Ave & Crowell Rd,MONT EB CROW FS,931,10,"37.52181596246517, -120.86216154272857",Turlock,,,X TURLOCK,MESH,,,,,,,,,,,,,,,
MONTE VISTA WB THEATRE FS,Monte Vista Ave & Theatre Dr,MONT WB THEA FS,932,10,"37.52203343217047, -120.86071129356168",Turlock,,,,,,,,,,,,,,,,,,,
MONTE VISTA WB COUNTRYSIDE NS,Monte Vista Ave & Countryside Dr,MONT WB COUN NS,933,10,"37.52203586801232, -120.88067864230004",Turlock,,,,,,,,X,,,,,,,,,,,
MITCHELL NB WHITMORE FS,Mitchell Rd & Whitmore Ave,MITC NB WHIT FS,934,47,"37.59507607778883, -120.93862013255708",Ceres,,,x,MESH,598,,,,,1,former CAT Route,,,,,,,,
MITCHELL NB DALE FS,Mitchell Rd & Dale Ave,MITC NB DALE FS,935,47,"37.59781455510909, -120.93863189955876",Ceres,,,,,,,,,,1,former CAT Route,,,,,,,,
MITCHELL NB FOWLER FS,Mitchell Rd & Fowler Rd,MITC NB FOWL FS,936,47,"37.602278335562595, -120.93865436305757",Ceres,,,x,MESH,599,,,,,1,former CAT Route,,,,,,,,
MITCHELL NB HATCH NS,Mitchell Rd & Hatch Rd,MITC NB HATCH NS,937,61 47,"37.606317989483784, -120.93864650994301",Ceres,112,,x,MESH,600,,,,,1,former CAT Route & StaRT,,,,,,,,
HATCH WB ANGIE FS,Hatch Rd & Angie Ave,HATC WB ANGI FS,938,47,"37.60942640463958, -120.94131012545509",Modesto,,,,,,,,X ,,1,former CAT Route,,,,,,,,
HATCH WB MOFFETT FS,Hatch Rd & Moffett Rd,HATC WB MOFF FS,939,47,"37.609362949084336, -120.94866352249878",Ceres,,,,,,,,X,SIMME,1,former CAT Route,,,,,,,,
HATCH WB CENTRAL FS,Hatch Rd & Central Ave,HATC WB CENT FS,940,47,"37.60936062379554, -120.95775000028607",Ceres,,X,X,,611,X,,,,1,former CAT Route,,,,,,,,
HATCH WB RICHLAND FS,Hatch Rd & Richland Ave,HATC WB RICH FS,941,"29, 44","37.60939255023394, -120.96749573374532",Ceres,,,,,,,,X ,,1,former CAT Route,,,,,,,,
YOSEMITE WB DALY NS,Yosemite Blvd & Daly Ave,YOSE WB DALY NS,974,37 50,"37.63823504535091, -120.96300583073635",Modesto,,,,,,,,,,1,,,,,,,,,
K EB 11TH FS,K St & 11th St,K EB 11TH FS,975,"22, 23","37.642365063585736, -121.00013662597999",Modesto,,,,,,,,,,1,,,,,,,,,
K EB 13TH FS,K St & 13th St,K EB 13TH FS,976,"22, 23","37.643870784502475, -120.99818389537447",Modesto,,,,,,,,,,1,,,,,,,,,
K EB 15TH FS,K St & 13th St,K EB 15TH FS,977,"22, 23","37.645347247322654, -120.99619614849449",Modesto,,,,,,,,,,1,,,,,,,,,
17TH SB MCHENRY FS,17th St & McHenry Ave,17TH SB MCH FS,978,"22, 23","37.645305364425546, -120.99346388064586",Modesto,,,,,,,,,,1,moved from stop # 648 McHenry SB-Needham NS,,,,,,,,
MONTE VISTA EB COUNTRYSIDE NS,W Monte Vista Ave & Countryside Dr,MOVI EB COUN NS,979,10 29T,"37.521717552691655, -120.88256172626393",Turlock,2,X,X,,,X,,X,,,former StaRT (Turlock Route 1-stop 150),,,,,,,,
YOSEMITE WB COLFAX FS,Yosemite Blvd & Colfax Ave,YOSE WB COLF FS,983,50,"37.638264781977874, -120.95588667578954",Modesto,,,,,,,,X,SIMME,,INSTALLED 3/23/23,N,,,,,,,
TURLOCK TRANSIT CENTER,Turlock Transit Center,TURL TRAN CNTR,986,10 29T 45,"37.50686170734988, -120.85887152528284",Turlock,,,,,,,,,,,,,,,,,,,
COUNTRYSIDE NB MONTE VISTA NS,W Monte Vista Ave & Countryside Dr,COUN NB MOVI NS,988,29T,"37.51947965514791, -120.88071154086549",Turlock,11,X,X,,,X,,X,,,former StaRT (Turlock Route 1-stop 124),,,,,,,,
HATCH EB HERNDON FS,Hatch Rd & Herndon Rd,HATC EB HERN FS,990,47,"37.609154274624956, -120.97061894450836",Ceres,14,,X,MESH,608,,,X,MESH,,former StaRT,N/A,N/A,N/A,N/A,N/A,N/A,"R60, Existing Shelter",
RICHLAND SB RANCHO X,Richland Ave & Rancho Dr,RICH SB RANCH X,991,29 29T,"37.601726834108945, -120.96611032197075",Ceres,15,,,,,,,X,simme,,former StaRT,,,,,,,,
MAGNOLIA EB 3RD FS,Magnolia St & 3rd St,MAGN EB 3RD FS,992,29 29T,"37.59314848126676, -120.95438174139075",Ceres,16,,X,PG,594,X,,X,shelter,,former StaRT,,,,,,,,
9th SB GRACE FS,9th St & Grace Ave,9TH SB GRAC FS,993,29T,"37.55169790858682, -120.90610007091509",Keyes,,,,,,,,,,,,,,,,,,,
MITCHELL SB WHITMORE FS,Mitchell Rd & Whitmore Ave,MITC SB WHIT FS,994,47 61,"37.59366915131963, -120.93882665687426",Ceres,18,X,X,,601,X,,X,,,former StaRT,,,,,,,,
FATH HOME SB CLUB NS,Faith Home Rd & Club Dr,FAITH SB CLUB NS,995,29T,"37.568700555360905, -120.9204329097226",Keyes,19,,,,,,,,,,former StaRT,,,,,,,,
7TH SB LIZZIE FS,7th St & Lizzie Ave,7TH SB LIZZ FS,996,29T,"37.55612996817822, -120.91466584684939",Keyes,20,,X,,589,X,,X,,,former StaRT,,,,,,,,
9TH SB MAUD FS,9th St & Maud Ave,9TH SB MAUD FS,997,29T,"37.55382673799679, -120.908622309581",Keyes,21,,x,AD,587,,,,,,former StaRT,,,,,,,,
SHERMAN EB BALSAM NS,Sherman Pkwy & Balsam Dr,SHER WB BALS NS,998,45,"37.32692833407425, -121.01939544727516",Newman,,,,,,,,,,,,,,,,,,,
BALSAM SB SWEETGUM NS,Balsam Dr & SweetGum Ln,BALS SB SWEE NS,999,45,"37.32269123295718, -121.02011936830563",Newman,,,,,,,,,,,,,,,,,,,
9TH NB NUNES FS,9th St & Nunes Rd,9TH NB NUNE FS,1002,29T,"37.551516316462795, -120.90569924096688",Keyes,26,,x,Mesh,586,,,X,,,former StaRT,,,,,,,,
7TH NB LIZZIE NS,7th St & Lizzie Ave,7TH NB LIZZ NS,1003,29T,"37.55621280754832, -120.9146529828483",Keyes,27,,x,AD,588,,,X,,,former StaRT,,,,,,,,
FAITH HOME NB HOLLYWOOD FS,Faith Home Rd & Hollywood Dr,FAIT NB HOLL FS,1004,29T,"37.566203219283295, -120.92034911145232",Keyes,28,,,,,,,X,simme,,former StaRT,,,,,,,,
MITCHELL NB COLLEEN FS,Mitchell Rd & Colleen Way,MITC NB COLL FS,1005,47 61,"37.5926296153544, -120.93867684417047",Ceres,29,X,,,,,,X,simme,,former StaRT,,,,,,,,
MAGNOLIA WB 3RD FS,Magnolia St & 3rd St,MAGN WB 3RD FS,1006,29 29T,"37.59328071899756, -120.95477534275643",Ceres,,,X,PG,595,X,MED,X,Shelter,,,,,,,,,,
RICHLAND NB HERNDON FS,Richland Ave & Herndon Ave,RICH NB HERN FS,1007,29 29T,"37.60065314271964, -120.96584730867552",Ceres,32,X,X,AD,609,X,,X,,,former StaRT,,,,,,,,
MARY EB LAIRD NS,Mary St & Laird St,MARY EB LAIRD NS,1008,40,"37.56178526802602, -121.17936295365894",Grayson,38,X,X,AD,575,X,,X,,,former StaRT,,,,,,,,
GRISCOTT EB WALT NS,Griscott Way & Walt Ave,GRIS EB WALT NS,1009,40,"37.54432774289296, -121.20185904362111",Westley,40,X,X,AD,576,X,,X,,,former StaRT,,,,,,,,
2ND SB L NS PATTERSON,2nd St & L St,2ND SB L NS,1010,40,"37.478389399370165, -121.13332191531596",Patterson,41,X,X,AD,577,,,X,MESH,,former StaRT,Y,,Y,,,,2/1/2022 12:00:00 AM,
S SALADO WB 2ND FS,S Salada Ave & S 2nd St,S SALADO WB 2ND FS,1011,40 45,"37.47121844708237, -121.12895146255892",Patterson,42,X,X(2),AD,580 581,X,LG,X(2),MESH,,former StaRT,Y,,Y,,Y,,,
CROWS LANDING NB WINMOORE FS,Crows Landing Rd & Winmoore Way,CROW NB WINM FS,1012,40,"37.60686519577884, -120.99348072774329",Modesto,43,,,,,,,,,,former StaRT,,,,,,,,
1ST NB LAS PALMAS FS,N 1st St & Las Palmas Ave,1ST NB LPAL FS,1013,45,"37.47321261336568, -121.12778270592034",Patterson,45,,,,,,,,,,former StaRT,,,,,,,,
1ST NB WASHBURN FS,N 1st St & Washburn St,1ST NB WASH FS,1014,45,"37.47808043958693, -121.13129572331759",Patterson,46,,,,,,,,,,former StaRT,,,,,,,,
WALNUT EB EUREKA FS,Walnut Ave & Eureka St,WALN EB EURE FS,1015,45,"37.48124035319826, -121.12723299213704",Patterson,47,,,,,,,,,,former StaRT,,,,,,,,
LAS PALMAS EB HARTLEY FS,E Las Palmas Ave & N Hartley St,LPAL EB HART FS,1016,45,"37.47564941611213, -121.12111741593122",Patterson,48,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,,Y,,,,,,10-2023 Shelter Installed,
MAIN EB WALNUT NS,Main St & Walnut Ave,MAIN EB WALN NS,1017,45,"37.4925566246223, -120.87503254851529",Turlock,,,,,,,,x,Simme,,,,,,,,,,
HATCH EB MONTECELLO FS,Hatch Rd & Monticello Ln,HATC EB MONT FS,1018,47,,Modesto,,,,,,,,,,,,,,,,,,,
WALNUT WB EUREKA X,Walnut Ave & Eureka St,WALN WB EURE X,1022,45,"37.48107145513462, -121.12771918347343",Patterson,54,X,X,AD,578,,,X,MESH,,former StaRT,Y,,Y,,,,2/1/2022 12:00:00 AM,
WALNUT WB LOGAN FS,Walnut Ave & Logan Way,WALN WB LOGAN FS ,1023,45,"37.480056899439596, -121.13011303370072",Patterson,55,X,X,AD,579,X,LG,X,Mesh,,former StaRT,,,,,,,,
1ST SB LAS PALMAS NS,1st St & Las Palmas Ave,1ST SB LPAL NS,1024,45,"37.47314809052339, -121.12787851725626",Patterson,56,,,,,,,,,,former StaRT,,,,,,,,
WALNUT EB BENNETT FS,Walnut Ave & Bennett Dr,WALN EB BENN FS,1025,45,"37.48005911299151, -121.12963303727352",Patterson,,,,,,,,,,,,,,,,,,Requested 7-2024,
INYO WB MAIN FS,Inyo Ave & Main St,INYO WB MAIN FS,1026,45,"37.311133866917, -121.02188984031763",Newman,58,,x,Lacor 12',,,,x,Mesh,,former StaRT,,,,,,,,
INYO WB R FS,Inyo Ave & R St,INYO WB R FS,1027,45,"37.311179202426246, -121.02599333100191",Newman,,,,,,,,,,,,,,,,,,,
KERN EB S FS,Kern St & S St,KERN EB S FS,1028,45,"37.315913557664636, -121.02836060151408",Newman,60,,,,,,,,,,former StaRT,,,,,,,,
KERN EB MAIN NS,Kern St & Main St,KERN EB MAIN NS,1029,45,"37.31705484444826, -121.02369501522926",Newman,61,X,X,AD,583,X ,LG,X,MESH,,former StaRT,,,,,,,,
HWY 33 NB 5TH FS,HWY 33 & W 5th St,HWY 33 NB 5TH FS,1030,45,"37.39399692723829, -121.07219095034456",Crows Landing,62,,,,,,,,,,former StaRT,,,,,,,,
SPERRY WB DEL PUERTO FS,Sperry Ave & S Del Puerto Ave,SPERR WB DPUE FS,1031,40 45,"37.464360442869086, -121.13229449422431",Patterson,63,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,,former StaRT,,,,,,,,
WARD SB LAS PALMAS NS,Ward Ave & E Las Palmas Ave,WARD SB LPAL NS,1032,45,"37.461804663345, -121.14110040086324",Patterson,64,X,X(2),AD,584 585,,,X(2),MESH,,former StaRT,,,,,,,,
HWY 33 NB SHERWIN NS,HWY 33 & Sherwin Pkwy,HWY 33 NB SHER NS,1033,45,"37.32384047499911, -121.02400546253504",Newman,,,,,,,,,,,,,,,,,,,
LAS PALMAS EB WARD NS,Las Palmas Ave & Ward Ave,LASP EB WARD NS,1037,45,"37.46663550653205, -121.1421691695066",Patterson,69,,,,,,,,,,former StaRT,Y,,Y,,,,2/1/2022 12:00:00 AM,
HWY 33 SB 5TH FS,HWY 33 & W 5th St,HWY 33 SB 5TH FS,1038,45,"37.39355038114793, -121.07200048445925",Crows Landing,70,,,,,,,x,Simme,,former StaRT,,,,,,,,
DRISKELL EB AMY FS,Driskell Ave & Amy Dr,DRIS EB AMY FS,1039,45,"37.31827982586673, -121.01692694145765",Newman,71,X,X,AD,582,X,,X,MESH,,former StaRT,,,,,,,,
MERCED WB EUCALYPTUS FS,Merced St & Eucalyptus Ave,MERC WB EUCA FS,1040,45,"37.314930412116965, -121.01585619643646",Newman,72,,,,,,,,,,former StaRT,,,,,,,,
DRISKELL EB WOOD DUCK X,Driskell Ave & Wood Duck Way,DRIS EB WOOD X,1041,45,"37.31825534694332, -121.01032886465562",Newman,,,,,,,,,,,,,,,,,,,
OAKDALE NB FREDDI FS,Oakdale Rd & Freddi Ln,OAK NB FRED FS,1042,24 60,"37.71370994551062, -120.95825551490026",Riverbank,80,X,X,AD,551,X ,,X,,,former StaRT,,,,,,,,
PATTERSON EB OAKDALE FS,Patterson Rd & Oakdale Rd,PATT EB OAK FS,1043,60,"37.73262871544489, -120.95735235939486",Riverbank,81,X,X,,552,X ,,X,,,former StaRT,,,,,,,,
PATTERSON EB JACKSON NS,Patterson Rd & Jackson Ave,PATT EB JACK NS,1044,60,"37.732660234109645, -120.95106481167932",Riverbank,82,X,X,,553,X ,,X,,,former StaRT,,,,,,,,
PATTERSON EB ROSELLE NS,Patterson Rd & Roselle Ave,PATT EB RSLL NS,1045,60,"37.7326915311192, -120.94055787185933",Riverbank,83,,,,,,,,,,former StaRT,,,,,,,,
PATTERSON EB 3RD NS,3rd St & Patterson Rd,PATT EB 3RD NS,1046,60,"37.73261920276341, -120.93641399040435",Riverbank,84,X,,,,,,X,SIMME,,former StaRT,,,,,,,,
PATTERSON EB TINA FS,Patterson Rd & Tina Ln,PATT EB TINA FS,1047,60,"37.73263007974817, -120.92455568366688",Riverbank,85,,,,,,,,,,former StaRT,,,,,,,,
F EB OAK NS,W F St & S Oak Ave,F EB OAK NS,1048,60,"37.760205545613836, -120.86212844015863",Oakdale,86,X,X,AD,544,X,,X,,,former StaRT,,,,,,,,
F EB GILBERT FS,W F St & Gilbert Ave,F EB GILB FS,1049,60,"37.76387844454036, -120.85336144004292",Oakdale,87,X,X,AD,545,,,X,MESH,,former StaRT,Y,,Y,,,,2/1/2022 12:00:00 AM,
F WB LAUREL FS,W F St & Laurel Ave,F WB LAUR FS,1054,60,"37.76397067136832, -120.8534422016299",Oakdale,92,X,X,AD,,X,LG,X,MESH,,former StaRT,,,,,,,,
F WB OAK FS,W F St & N Oak Ave,F WB OAK FS,1055,60,"37.760260466283235, -120.86228364473595",Oakdale,93,X,X,AD,543,X,,X,,,former StaRT,,,,,,,,
PATTERSON WB 8TH NS,Patterson Rd & 8th St,PATT WB 8TH NS,1056,60,"37.73274316355484, -120.92651691407437",Riverbank,94,X,X,,546,X ,,X,,,former StaRT,,,,,,,,
MAAG SB EAST F NS,Maag Rd & F St,MAAG SB EAF NS,1057,60,"37.77355798131382, -120.83190189657091",Oakdale,,x,x,Lacor ,,,,X,Lacor,,10-2023 Installed from X OAK SB FREDDI X,,,,,,,,
PATTERSON WB PALMER ,Patterson Rd & Palmer Ave,PATT WB PALM FS,1058,60,"37.73273702696747, -120.94408372096821",Riverbank,96,,,,,,,X,SIMME,,former StaRT,,,,,,,,
PATTERSON WB JACKSON FS,Patterson Rd & Jackson Ave,PATT WB JACK FS,1059,60,"37.73277289819957, -120.95066465296367",Riverbank,97,X,X,,547 548,X ,,X,,,former StaRT,,,,,,,,
OAKDALE SB PATTERSON FS,Oakdale Rd & Patterson Rd ,OAK SB PATT FS,1060,60,"37.73098532159275, -120.9587260264419",Riverbank,98,X,X,AD,549,,,X,MESH,,former StaRT,Y,,Y,,,,2/1/2022 12:00:00 AM,
OAKDALE SB FREDDI X,Oakdale Rd & Freddi Ln,OAK SB FRED X,1061,60,"37.71018822600602, -120.95845148236876",Riverbank,99,X,X,,550,X ,,X,,,former StaRT,,,,,,,,
PATTERSON WB 1ST NS,Patterson Rd & 1st St,PATT WB 1ST NS,1062,60,"37.73277614356599, -120.93734108065604",Riverbank,60,,,,,,,x,Simme,,,,,,,,,,
YOSEMITE EB ABBIE NS,Yosemite Blvd & Abbie St,YOSE EB ABBI NS,1063,24 50,"37.63824170098602, -120.90016834010596",Empire,106,X,X,AD,641,X,LG,X,Mesh,,former route StaRT & Route 39-stop #352,Y,,Y,,,,,
YOSEMITE EB WESTERN NS,Yosemite Blvd & S Western Ave,YOSE EB WEST NS,1064,50,"37.63817057550775, -120.76819609752212",Waterford,107,X,,,,x,SM,X,SIMME,,former route StaRT,,,,,,,,
E NB BENTLEY FS,E Street & Bentley Ave,E NB BENT FS,1065,50,"37.64166244852297, -120.76081367899202",Waterford,108,X,X,Tolar Sunset 12,,X,Shelter,X,Tolar,,,Y,,,,,,10-2023 Shelter Installed,
I NB LAKE NS,I Street & Lake Rd,I NB LAKE NS,1066,50,"37.622243552199066, -120.74941497893883",Hickman,109,,x,MESH,539,,,x,shelter,,former StaRT,,,,,,,,
WHITMORE WB TULLY NS,E Whitmore Ave & Tully Rd,WHIT WB TULL NS,1068,61,"37.59481606045765, -120.86967706146869",Hughson,111,,,,,,,X,simme,,former StaRT,,,,,,, simme installed 10-2021,
CARPENTER NB KANSAS FS,Carpenter Rd & Kansas Ave,CARP NB KANS FS,1069,33,"37.646355697842466, -121.03016871387732",Modesto,,,X,MESH,677,X,LG,X,MESH,,FIVE MIN CAR WASH EXPRESS,Y,,Y,,Y,,Used to be part of Stop 45 until 132 was dug,
SERVICE EB MITCHEL FS,Service Rd & Mitchell Rd,SERV EB MITC FS,1070,29T,"37.58012217148727, -120.93817146004001",Ceres,,,,,,,,X,MESH,,,N,,N,,Y,,,
MITCHELL NB DON PEDRO NS,Mitchell Rd & Don Pedro Rd,MITC NB DONP NS,1071,61,"37.5837013382024, -120.93869913645486",Ceres,,X,X,Tolar Sunset 8,,X,Shelter,X,Tolar,,,Y,,Y,,Y,,,
6TH NB F FS,6th St & F St,6TH NB F FS,1072,60,"37.768498668457184, -120.84365580651345",Oakdale,,,,,,,,,,,,,,,,,,,
CALIFORNIA EB PANAMA NS,California Ave & Panama Dr,CALI EB PANA NS,1073,33,"37.63136014238492, -121.02352513179684",Modesto,,,,,,,,x,simme,1,,,,,,,,,
BANGS WB MCHENRY FS,Bangs Ave & McHenry Ave,BANG WB MCH FS,1074,23,"37.70367058351553, -120.99581363817188",Modesto,,,,,,,,,,1,,,,,,,,,
F WB 8th FS,E F St & 8th Ave,F WB 8TH FS,1075,,"37.76879858016897, -120.84155922834125",Oakdale,,,,,,,,X,MESH,1,,,,,,,,,
OAKDALE NB MORRILL FS,Oakdale Rd & Morrill Ln,OAK NB MORR FS,1076,60,"37.72609747377001, -120.95863406062315",Riverbank,113,X,,,,,,X,Simme,,,Y,,Y,,Y,,,
OAKDALE SB MORRILL NS,Oakdale Rd & Morrill Ln,OAK SB MORR NS,1077,60,"37.725987431391914, -120.95862248025497",Riverbank,114,X,,,,,,X,Simme,,,Y,,Y,,Y,,,
CROWS LANDING NB PUEBLO FS,Crows Landing Rd & Pueblo Ave,CROW NB PUEB FS,1078,40 42,"37.61574915232171, -120.99350836828548",Modesto,,,,,,,,,,,,,,,,,,,
CROWS LANDING SB PUEBLO FS,Crows Landing Rd & Pueblo Ave,CROW SB PUEB FS,1079,40 42,"37.61496103015337, -120.99379611983429",Modesto,,,,,,,,,,,,,,,,,,,
F EB WILLOWOOD FS,W F St & Willowood Ave,F EB WILL FS,1080,60,"37.757072489106534, -120.86944915001511",Oakdale,,,,,,,,,,,,,,,,,,,
F EB LEE FS,W F St & Lee Ave,F EB LEE FS,1081,60,"37.75899642344805, -120.86499515515402",Oakdale,,,,,,,,,,,,,,,,,,,
F WB LEE FS,W F St & Lee Ave,F WB LEE FS,1082,60,"37.758657287457716, -120.8660817858148",Oakdale,,,,,,,,,,,,,,,,,,,
F WB WILLOWOOD NS,W F St & Willowood Ave,F WB WILL NS,1083,60,"37.757654874258, -120.86853808934532",Oakdale,,,,,,,,,,,,,,,,,,,
SERVICE WB MITCHELL NS,Service Rd & Mitchell Rd,SERV WB MITC NS,1084,29T,"37.58036377783499, -120.9375038395021",Ceres,,,,,,,,x,Mesh,,,,,,,,,,
OAKDALE NB ST PAULS WAY FS,Oakdale Rd & St Pauls Way,OAK NB STPA FS,1085,37,"37.665901915273054, -120.95742301653404",Modesto,,X,X,Tolar Sunset 12,,X,Shelter,X,Tolar,,,,,,,,,,
OAKDALE SB BRIGGSMORE FS,Oakdale Rd & Briggsmore Ave,OAK SB BRIG FS,1086,37,"37.66588404023173, -120.95766347701277",Modesto,,X,X,Tolar Sunset 12,,X,Shelter,S,Tolar,,,,,,,,,,
ROHDE NB WARDA NS,Rohde Rd & Warda Ave,ROHD NB WARD NS,1087,29T,"37.5589352099051, -120.91817094443375",Keyes,,,,,,,,,,,,,,,,,,,
ROHDE SB WARDA X,Rohde Rd & Warda Ave,ROHD SB WARD X,1088,29T,"37.55886880780716, -120.91829476612011",Keyes,,,,,,,,,,,,,,,,,,,
LAS PALMAS WB HARTLEY NS,Las Palmas Ave & Hartley St,LASP WB HART NS,1089,45,"37.47590729845311, -121.12093943237015",Patterson,45,x,x,Tolar Sunset 12,,X,Shelter,x,Tolar,,,Y,,,,,,10-2023 Shelter Installed,
COUNTRYSIDE SB MONTE VISTA FS,Countyside Dr & Monte Vista Ave,COUN SB MONT FS,1090,29T,"37.51884231763562, -120.88072567816447",Turlock,,,,,,,,,,,,,,,,,,,
FULKERTH EB TULLY FS,Fulkerth Rd & Tully Rd,FULK EB TULL FS,1091,29T 45,"37.507159118525806, -120.87145157476552",Turlock,,,,,,,,,,,,,,,,,,,
ABBIE SB YOSEMITE FS,Abbie St & Yosemite Blvd,ABBI SB YOSE FS,1092,24,"37.63515512141045, -120.89933098289386",Empire,,,,,,,,,,,,,,,,,,,
SOUTH WB ABBIE FS,South Ave & Abbie St,SOUT WB ABBI FS,1093,24,"37.63117030672154, -120.89929031144223",Empire,,,,,,,,,,,,,,,,,,,
SANTA FE NB YOSEMITE NS,Santa Fe Ave & Yosemite Blvd,SANT NB YOSE NS,1094,24,"37.63622358884695, -120.90251364155829",Modesto,,,,,,,,,,,,,,,,,,,
YOSEMITE WB B NS,Yosemite Blvd & B St,YOSE WB B NS,1095,24 50,"37.63837207360753, -120.90645338912738",Empire,,,,,,,,,,,,,,,,,,,
YOSEMITE WB DEL MONTE X,Yosemite Blvd & Del Monte Foods,YOSE WB DELM X,1096,24 50,"37.63833705095456, -120.91661523510079",Modesto,,,,,,,,,,,,,,,,,,,
YOSEMITE WB YOSEMITE MEADOWS FS,Yosemite Blvd & Yosemite Meadows Dr,YOSE WB YOSE FS,1097,24 50,"37.63833304668433, -120.92158324832367",Modesto,,,,,,,,,,,,,,,,,,,
CREEKWOOD NB YOSEMITE FS,Creekwood Dr & Yosemite Blvd,CREE NB YOSE FS,1098,24,"37.63947054154607, -120.92645345581232",Modesto,,,,,,,,,,,,,,,,,,,
ROSELLE NB SYLVAN FS,Roselle Ave & Sylvan Ave,ROSE NB SYLV FS,1099,24,"37.690195441061185, -120.93970367089275",Modesto,,,,,,,,X,Simme,,,,,,,,,,
SERVICE WB MITCHELL FS,Service Rd & Mitchell Rd,SERV WB MITC FS,1100,29 29T 42 47,"37.58038002107314, -120.94082572899926",Ceres,,,x2,Mesh,590 591,,,,,,,,,,,,,,
ROSELLE NB S ROSE BROOK FS,Roselle Ave & Rose Brook,ROSE NB ROSE FS,1101,24,"37.71995408095694, -120.94010490167075",Riverbank,,,,,,,,X,Simme,,,,,,,,,,
ROSELLE NB POWERS FS,Roselle Ave & Powers,ROSE NB POWE FS,1102,24,"37.72435790957981, -120.94026614592501",Riverbank,,,,,,,,X,Simme,,,,,,,,,,
MORRILL WB JACKSON FS,Morrill Rd & Jackson Ave,MORR WB JACK FS,1103,24,"37.725475515430475, -120.94876282848831",Riverbank,,,,,,,,,,,,,,,,,,,
MORRILL WB ZELLMAN FS,Morrill Rd & Zellman Ct,MORR WB ZELL FS,1104,24,"37.72547652177714, -120.95779144684592",Riverbank,,,,,,,,,,,,,,,,,,,
OAKDALE SB WESTGATE FS,Oakdale Rd & Westgate Rd,OAKD SB WEST FS,1105,60,"37.71723401495324, -120.95861718519305",Riverbank,,,,,,,,,,,,,,,,,,,
OAKDALE NB WESTGATE FS,Oakdale Rd & Westgate Rd,OAKD NB WEST FS,1106,24 60,"37.718728966209234, -120.9583424672489",Riverbank,,,,,,,,,,,,,,,,,,,
MORRILL EB ZELLMAN X,Morrill Rd & Zellman Ct,MORR EB ZELL X,1107,24,"37.725395078992385, -120.95737987825376",Riverbank,,,,,,,,,,,,,,,,,,,
MORRILL EB JACKSON X,Morrill Rd & Jackson Ave,MORR EB JACK X,1108,24,"37.725419074309514, -120.94847100732845",Riverbank,,,,,,,,,,,,,,,,,,,
ROSELLE SB PETERSEN FS,Roselle Ave & Petersen Way,ROSE SB PETE FS,1109,24,"37.72448597399385, -120.94036943708254",Riverbank,,,,,,,,X,Simme,,,,,,,,,,
ROSELLE SB S ROSE BROOK FS,Roselle Ave & Rose Brook Dr,ROSE SB ROSE FS,1110,24,"37.71913126456352, -120.94033198256409",Riverbank,,,,,,,,X,Simme,,,,,,,,,,
CREEKWOOD SB YOSEMITE NS,Creekwood Dr & Yosemite Blvd,CREE SB YOSE NS,1111,"24, 25","37.639493520858, -120.92669967619048",Modesto,,,,,,,,,,,,,,,,,,,
YOSEMITE EB DEL MONTE FS,Yosemite Blvd & Del Monte Foods,YOSE EB DELM FS,1112,24 50,"37.63819236703563, -120.91650603120567",Modesto,,,,,,50,,,,,,,,,,,,,
YOSEMITE EB B NS,Yosemite Blvd & B St,YOSE EB B NS,1113,24,INACTIVE,Modesto,,,,,,,,,,,,,,,,,,,
PENNY WB ARTZ NS,Penny Ln & Artz Ct,PENN WB ARTZ NS,1114,25,"37.64546882896547, -120.9340833530474",Modesto,,,,,,,,,,,,,,,,,,,
