"GEO_ID","NAME","B01003_001E","B01003_001M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total"
"1400000US06019002400","Census Tract 24, Fresno County, California","4401","491"
"1400000US06019002501","Census Tract 25.01, Fresno County, California","4720","410"
"1400000US06019002502","Census Tract 25.02, Fresno County, California","4577","591"
"1400000US06019002601","Census Tract 26.01, Fresno County, California","4971","456"
"1400000US06019002602","Census Tract 26.02, Fresno County, California","3480","391"
"1400000US06019002701","Census Tract 27.01, Fresno County, California","4209","442"
"1400000US06019002702","Census Tract 27.02, Fresno County, California","4891","503"
"1400000US06019002800","Census Tract 28, Fresno County, California","4435","426"
"1400000US06019002903","Census Tract 29.03, Fresno County, California","3791","453"
"1400000US06019002904","Census Tract 29.04, Fresno County, California","3132","310"
"1400000US06019002905","Census Tract 29.05, Fresno County, California","3046","225"
"1400000US06019002906","Census Tract 29.06, Fresno County, California","5229","417"
"1400000US06019003001","Census Tract 30.01, Fresno County, California","3241","276"
"1400000US06019003003","Census Tract 30.03, Fresno County, California","4366","432"
"1400000US06019003004","Census Tract 30.04, Fresno County, California","2412","231"
"1400000US06019003102","Census Tract 31.02, Fresno County, California","7558","646"
"1400000US06019003103","Census Tract 31.03, Fresno County, California","5339","373"
"1400000US06019003104","Census Tract 31.04, Fresno County, California","4159","327"
"1400000US06019003201","Census Tract 32.01, Fresno County, California","5151","516"
"1400000US06019003202","Census Tract 32.02, Fresno County, California","5745","482"
"1400000US06019003301","Census Tract 33.01, Fresno County, California","3179","374"
"1400000US06019003302","Census Tract 33.02, Fresno County, California","4666","492"
"1400000US06019003400","Census Tract 34, Fresno County, California","5456","611"
"1400000US06019003500","Census Tract 35, Fresno County, California","4901","635"
"1400000US06019003600","Census Tract 36, Fresno County, California","4528","335"
"1400000US06019003701","Census Tract 37.01, Fresno County, California","3462","404"
"1400000US06019003702","Census Tract 37.02, Fresno County, California","4581","502"
"1400000US06019003803","Census Tract 38.03, Fresno County, California","10542","1021"
"1400000US06019003804","Census Tract 38.04, Fresno County, California","6349","621"
"1400000US06019003805","Census Tract 38.05, Fresno County, California","7392","779"
"1400000US06019003807","Census Tract 38.07, Fresno County, California","3496","399"
"1400000US06019003808","Census Tract 38.08, Fresno County, California","5042","304"
"1400000US06019003809","Census Tract 38.09, Fresno County, California","5362","493"
"1400000US06019003810","Census Tract 38.10, Fresno County, California","5704","454"
"1400000US06019003900","Census Tract 39, Fresno County, California","6477","836"
"1400000US06019004001","Census Tract 40.01, Fresno County, California","8458","499"
"1400000US06019004002","Census Tract 40.02, Fresno County, California","7209","477"
"1400000US06019004100","Census Tract 41, Fresno County, California","3404","362"
"1400000US06019004205","Census Tract 42.05, Fresno County, California","6153","605"
"1400000US06019004207","Census Tract 42.07, Fresno County, California","11921","1000"
"1400000US06019004208","Census Tract 42.08, Fresno County, California","7367","542"
"1400000US06019004210","Census Tract 42.10, Fresno County, California","3702","407"
"1400000US06019004211","Census Tract 42.11, Fresno County, California","6982","503"
"1400000US06019004212","Census Tract 42.12, Fresno County, California","12379","1361"
"1400000US06019004213","Census Tract 42.13, Fresno County, California","3324","239"
"1400000US06019004214","Census Tract 42.14, Fresno County, California","4570","278"
"1400000US06019004215","Census Tract 42.15, Fresno County, California","4557","386"
"1400000US06019004216","Census Tract 42.16, Fresno County, California","3454","309"
"1400000US06019004301","Census Tract 43.01, Fresno County, California","4129","287"
"1400000US06019004302","Census Tract 43.02, Fresno County, California","5243","458"
"1400000US06019004303","Census Tract 43.03, Fresno County, California","4526","313"
"1400000US06019004404","Census Tract 44.04, Fresno County, California","3152","393"
"1400000US06019004405","Census Tract 44.05, Fresno County, California","3663","300"
"1400000US06019004406","Census Tract 44.06, Fresno County, California","5328","460"
"1400000US06019004408","Census Tract 44.08, Fresno County, California","3566","253"
"1400000US06019004409","Census Tract 44.09, Fresno County, California","3232","336"
"1400000US06019004503","Census Tract 45.03, Fresno County, California","5176","512"
"1400000US06019004504","Census Tract 45.04, Fresno County, California","5245","525"
"1400000US06019004505","Census Tract 45.05, Fresno County, California","5425","456"
"1400000US06019004506","Census Tract 45.06, Fresno County, California","3254","261"
"1400000US06019004601","Census Tract 46.01, Fresno County, California","3136","358"
"1400000US06019004602","Census Tract 46.02, Fresno County, California","2837","218"
"1400000US06019004701","Census Tract 47.01, Fresno County, California","6923","598"
"1400000US06019004703","Census Tract 47.03, Fresno County, California","4130","468"
"1400000US06019004704","Census Tract 47.04, Fresno County, California","5345","464"
"1400000US06019004801","Census Tract 48.01, Fresno County, California","4811","502"
"1400000US06019004802","Census Tract 48.02, Fresno County, California","4448","463"
"1400000US06019004901","Census Tract 49.01, Fresno County, California","4057","334"
"1400000US06019004902","Census Tract 49.02, Fresno County, California","2233","212"
"1400000US06019005000","Census Tract 50, Fresno County, California","4548","380"
"1400000US06019005100","Census Tract 51, Fresno County, California","6799","810"
"1400000US06019005202","Census Tract 52.02, Fresno County, California","3050","416"
"1400000US06019005203","Census Tract 52.03, Fresno County, California","5107","446"
"1400000US06019005204","Census Tract 52.04, Fresno County, California","4299","365"
"1400000US06019005301","Census Tract 53.01, Fresno County, California","6018","385"
"1400000US06019005302","Census Tract 53.02, Fresno County, California","5355","576"
"1400000US06019005304","Census Tract 53.04, Fresno County, California","5365","591"
"1400000US06019005305","Census Tract 53.05, Fresno County, California","3648","394"
"1400000US06019005403","Census Tract 54.03, Fresno County, California","4872","492"
"1400000US06019005405","Census Tract 54.05, Fresno County, California","4693","433"
"1400000US06019005406","Census Tract 54.06, Fresno County, California","4192","373"
"1400000US06019005407","Census Tract 54.07, Fresno County, California","3476","324"
"1400000US06019005408","Census Tract 54.08, Fresno County, California","2268","326"
"1400000US06019005409","Census Tract 54.09, Fresno County, California","3328","332"
"1400000US06019005410","Census Tract 54.10, Fresno County, California","3536","345"
"1400000US06019005503","Census Tract 55.03, Fresno County, California","5706","472"
"1400000US06019005504","Census Tract 55.04, Fresno County, California","3384","389"
"1400000US06019005505","Census Tract 55.05, Fresno County, California","7095","400"
"1400000US06019005507","Census Tract 55.07, Fresno County, California","5503","482"
"1400000US06019005508","Census Tract 55.08, Fresno County, California","5671","529"
"1400000US06019005509","Census Tract 55.09, Fresno County, California","5128","364"
"1400000US06019005510","Census Tract 55.10, Fresno County, California","4983","349"
"1400000US06019005512","Census Tract 55.12, Fresno County, California","5376","345"
"1400000US06019005513","Census Tract 55.13, Fresno County, California","2995","220"
"1400000US06019005514","Census Tract 55.14, Fresno County, California","4041","340"
"1400000US06019005515","Census Tract 55.15, Fresno County, California","1820","210"
"1400000US06019005516","Census Tract 55.16, Fresno County, California","6180","735"
"1400000US06019005517","Census Tract 55.17, Fresno County, California","7978","434"
"1400000US06019005518","Census Tract 55.18, Fresno County, California","5790","382"
"1400000US06019005520","Census Tract 55.20, Fresno County, California","2997","182"
"1400000US06019005522","Census Tract 55.22, Fresno County, California","4860","390"
"1400000US06019005524","Census Tract 55.24, Fresno County, California","4660","305"
"1400000US06019005525","Census Tract 55.25, Fresno County, California","1041","136"
"1400000US06019005602","Census Tract 56.02, Fresno County, California","4991","291"
"1400000US06019005605","Census Tract 56.05, Fresno County, California","1745","176"
"1400000US06019005606","Census Tract 56.06, Fresno County, California","4010","291"
"1400000US06019005607","Census Tract 56.07, Fresno County, California","4688","425"
"1400000US06019005608","Census Tract 56.08, Fresno County, California","3137","242"
"1400000US06019005701","Census Tract 57.01, Fresno County, California","3582","387"
"1400000US06019005702","Census Tract 57.02, Fresno County, California","5254","297"
"1400000US06019005703","Census Tract 57.03, Fresno County, California","5199","299"
"1400000US06019005704","Census Tract 57.04, Fresno County, California","5186","324"
"1400000US06019005801","Census Tract 58.01, Fresno County, California","4699","447"
"1400000US06019005802","Census Tract 58.02, Fresno County, California","4800","276"
"1400000US06019005804","Census Tract 58.04, Fresno County, California","6940","513"
"1400000US06019005805","Census Tract 58.05, Fresno County, California","6416","455"
"1400000US06019005904","Census Tract 59.04, Fresno County, California","6398","582"
"1400000US06019005905","Census Tract 59.05, Fresno County, California","7435","595"
"1400000US06019005906","Census Tract 59.06, Fresno County, California","2427","286"
"1400000US06019005907","Census Tract 59.07, Fresno County, California","3485","222"
"1400000US06019005909","Census Tract 59.09, Fresno County, California","8035","692"
"1400000US06019005911","Census Tract 59.11, Fresno County, California","6018","328"
"1400000US06019005912","Census Tract 59.12, Fresno County, California","5865","483"
"1400000US06019006000","Census Tract 60, Fresno County, California","9788","770"
"1400000US06019006100","Census Tract 61, Fresno County, California","8126","620"
"1400000US06019006201","Census Tract 62.01, Fresno County, California","2357","294"
"1400000US06019006202","Census Tract 62.02, Fresno County, California","6202","501"
"1400000US06019006300","Census Tract 63, Fresno County, California","7507","758"
"1400000US06019006402","Census Tract 64.02, Fresno County, California","2779","224"
"1400000US06019006403","Census Tract 64.03, Fresno County, California","6101","618"
"1400000US06019006404","Census Tract 64.04, Fresno County, California","4731","419"
"1400000US06019006405","Census Tract 64.05, Fresno County, California","5217","462"
"1400000US06019006501","Census Tract 65.01, Fresno County, California","6871","482"
"1400000US06019006502","Census Tract 65.02, Fresno County, California","4810","421"
"1400000US06019006602","Census Tract 66.02, Fresno County, California","6083","465"
"1400000US06019006603","Census Tract 66.03, Fresno County, California","2312","240"
"1400000US06019006604","Census Tract 66.04, Fresno County, California","7768","534"
"1400000US06019006700","Census Tract 67, Fresno County, California","6345","610"
"1400000US06019006802","Census Tract 68.02, Fresno County, California","3339","426"
"1400000US06019006900","Census Tract 69, Fresno County, California","3293","380"
"1400000US06019007002","Census Tract 70.02, Fresno County, California","4943","471"
"1400000US06019007003","Census Tract 70.03, Fresno County, California","8061","610"
"1400000US06019007004","Census Tract 70.04, Fresno County, California","5813","444"
"1400000US06019007100","Census Tract 71, Fresno County, California","7637","579"
"1400000US06019007201","Census Tract 72.01, Fresno County, California","8196","354"
"1400000US06019007202","Census Tract 72.02, Fresno County, California","5144","354"
"1400000US06019007300","Census Tract 73, Fresno County, California","4325","528"
"1400000US06019007400","Census Tract 74, Fresno County, California","3407","362"
"1400000US06019007500","Census Tract 75, Fresno County, California","5068","519"
"1400000US06019007600","Census Tract 76, Fresno County, California","4273","413"
"1400000US06019007700","Census Tract 77, Fresno County, California","5221","501"
"1400000US06019007801","Census Tract 78.01, Fresno County, California","2731","341"
"1400000US06019007802","Census Tract 78.02, Fresno County, California","5354","376"
"1400000US06019007901","Census Tract 79.01, Fresno County, California","3251","264"
"1400000US06019007902","Census Tract 79.02, Fresno County, California","2952","329"
"1400000US06019008000","Census Tract 80, Fresno County, California","5360","432"
"1400000US06019008100","Census Tract 81, Fresno County, California","6532","425"
"1400000US06019008200","Census Tract 82, Fresno County, California","6768","492"
"1400000US06019008301","Census Tract 83.01, Fresno County, California","6009","370"
"1400000US06019008302","Census Tract 83.02, Fresno County, California","7406","525"
"1400000US06019008401","Census Tract 84.01, Fresno County, California","8857","379"
"1400000US06019008402","Census Tract 84.02, Fresno County, California","980","166"
"1400000US06019008501","Census Tract 85.01, Fresno County, California","4420","402"
"1400000US06019008502","Census Tract 85.02, Fresno County, California","9242","593"
"1400000US06021010100","Census Tract 101, Glenn County, California","8712","415"
"1400000US06021010200","Census Tract 102, Glenn County, California","5018","337"
"1400000US06021010300","Census Tract 103, Glenn County, California","1956","212"
"1400000US06021010400","Census Tract 104, Glenn County, California","7118","367"
"1400000US06021010501","Census Tract 105.01, Glenn County, California","3578","328"
"1400000US06021010502","Census Tract 105.02, Glenn County, California","1594","202"
"1400000US06023000100","Census Tract 1, Humboldt County, California","4242","507"
"1400000US06023000200","Census Tract 2, Humboldt County, California","5428","612"
"1400000US06023000300","Census Tract 3, Humboldt County, California","5788","464"
"1400000US06023000400","Census Tract 4, Humboldt County, California","4304","369"
"1400000US06023000500","Census Tract 5, Humboldt County, California","4450","446"
"1400000US06023000600","Census Tract 6, Humboldt County, California","4998","720"
"1400000US06023000700","Census Tract 7, Humboldt County, California","5316","553"
"1400000US06023000800","Census Tract 8, Humboldt County, California","5229","516"
"1400000US06023000900","Census Tract 9, Humboldt County, California","5229","322"
"1400000US06023001000","Census Tract 10, Humboldt County, California","6338","618"
"1400000US06023001101","Census Tract 11.01, Humboldt County, California","6841","623"
"1400000US06023001200","Census Tract 12, Humboldt County, California","4675","431"
"1400000US06023001300","Census Tract 13, Humboldt County, California","1320","162"
"1400000US06023010102","Census Tract 101.02, Humboldt County, California","2423","528"
"1400000US06023010200","Census Tract 102, Humboldt County, California","2775","299"
"1400000US06023010300","Census Tract 103, Humboldt County, California","3346","299"
"1400000US06023010400","Census Tract 104, Humboldt County, California","3659","289"
"1400000US06023010501","Census Tract 105.01, Humboldt County, California","7876","590"
"1400000US06023010502","Census Tract 105.02, Humboldt County, California","6308","853"
"1400000US06023010600","Census Tract 106, Humboldt County, California","1902","171"
"1400000US06023010700","Census Tract 107, Humboldt County, California","7741","667"
"1400000US06023010800","Census Tract 108, Humboldt County, California","4606","438"
"1400000US06023010901","Census Tract 109.01, Humboldt County, California","4655","334"
"1400000US06023010902","Census Tract 109.02, Humboldt County, California","4179","359"
"1400000US06023011000","Census Tract 110, Humboldt County, California","4687","459"
"1400000US06023011100","Census Tract 111, Humboldt County, California","4347","243"
"1400000US06023011200","Census Tract 112, Humboldt County, California","3309","291"
"1400000US06023011500","Census Tract 115, Humboldt County, California","3241","709"
"1400000US06023011600","Census Tract 116, Humboldt County, California","3465","405"
"1400000US06023940000","Census Tract 9400, Humboldt County, California","3263","486"
"1400000US06023990100","Census Tract 9901, Humboldt County, California","0","12"
"1400000US06025010101","Census Tract 101.01, Imperial County, California","4137","286"
"1400000US06025010102","Census Tract 101.02, Imperial County, California","4108","424"
"1400000US06025010200","Census Tract 102, Imperial County, California","2728","341"
"1400000US06025010300","Census Tract 103, Imperial County, California","1046","197"
"1400000US06025010400","Census Tract 104, Imperial County, California","7303","1018"
"1400000US06025010500","Census Tract 105, Imperial County, California","7421","838"
"1400000US06025010600","Census Tract 106, Imperial County, California","6910","780"
"1400000US06025010700","Census Tract 107, Imperial County, California","4409","644"
"1400000US06025010800","Census Tract 108, Imperial County, California","1128","232"
"1400000US06025010900","Census Tract 109, Imperial County, California","7497","488"
"1400000US06025011000","Census Tract 110, Imperial County, California","14848","997"
"1400000US06025011100","Census Tract 111, Imperial County, California","4219","473"
"1400000US06025011201","Census Tract 112.01, Imperial County, California","6221","932"
"1400000US06025011202","Census Tract 112.02, Imperial County, California","5626","598"
"1400000US06025011300","Census Tract 113, Imperial County, California","11695","856"
"1400000US06025011400","Census Tract 114, Imperial County, California","4570","403"
"1400000US06025011500","Census Tract 115, Imperial County, California","6227","714"
"1400000US06025011600","Census Tract 116, Imperial County, California","5728","678"
"1400000US06025011700","Census Tract 117, Imperial County, California","5243","584"
"1400000US06025011801","Census Tract 118.01, Imperial County, California","4423","471"
"1400000US06025011802","Census Tract 118.02, Imperial County, California","5336","420"
"1400000US06025011803","Census Tract 118.03, Imperial County, California","6106","619"
"1400000US06025011900","Census Tract 119, Imperial County, California","11456","1297"
"1400000US06025012001","Census Tract 120.01, Imperial County, California","3884","639"
"1400000US06025012002","Census Tract 120.02, Imperial County, California","10765","1015"
"1400000US06025012100","Census Tract 121, Imperial County, California","6779","1057"
"1400000US06025012200","Census Tract 122, Imperial County, California","7237","772"
"1400000US06025012301","Census Tract 123.01, Imperial County, California","4984","336"
"1400000US06025012302","Census Tract 123.02, Imperial County, California","6290","861"
"1400000US06025012400","Census Tract 124, Imperial County, California","713","199"
"1400000US06025940000","Census Tract 9400, Imperial County, California","1664","277"
"1400000US06027000100","Census Tract 1, Inyo County, California","2754","264"
"1400000US06027000200","Census Tract 2, Inyo County, California","1878","148"
"1400000US06027000300","Census Tract 3, Inyo County, California","2541","221"
"1400000US06027000400","Census Tract 4, Inyo County, California","5466","259"
"1400000US06027000500","Census Tract 5, Inyo County, California","2284","200"
"1400000US06027000800","Census Tract 8, Inyo County, California","3054","338"
"1400000US06029000101","Census Tract 1.01, Kern County, California","12972","1073"
"1400000US06029000102","Census Tract 1.02, Kern County, California","3349","311"
"1400000US06029000200","Census Tract 2, Kern County, California","7448","1000"
"1400000US06029000300","Census Tract 3, Kern County, California","5322","722"
"1400000US06029000400","Census Tract 4, Kern County, California","4300","542"
"1400000US06029000503","Census Tract 5.03, Kern County, California","8331","701"
"1400000US06029000504","Census Tract 5.04, Kern County, California","4977","391"
"1400000US06029000505","Census Tract 5.05, Kern County, California","3806","380"
"1400000US06029000506","Census Tract 5.06, Kern County, California","2371","231"
"1400000US06029000507","Census Tract 5.07, Kern County, California","3736","264"
"1400000US06029000600","Census Tract 6, Kern County, California","7491","1043"
"1400000US06029000700","Census Tract 7, Kern County, California","5562","461"
"1400000US06029000800","Census Tract 8, Kern County, California","5451","598"
"1400000US06029000902","Census Tract 9.02, Kern County, California","3411","311"
"1400000US06029000903","Census Tract 9.03, Kern County, California","4046","285"
"1400000US06029000904","Census Tract 9.04, Kern County, California","4667","526"
"1400000US06029000905","Census Tract 9.05, Kern County, California","2721","304"
"1400000US06029000906","Census Tract 9.06, Kern County, California","4518","491"
"1400000US06029000907","Census Tract 9.07, Kern County, California","2521","312"
"1400000US06029000908","Census Tract 9.08, Kern County, California","5104","487"
"1400000US06029000909","Census Tract 9.09, Kern County, California","2728","209"
"1400000US06029000910","Census Tract 9.10, Kern County, California","11403","731"
"1400000US06029001000","Census Tract 10, Kern County, California","10642","1226"
"1400000US06029001101","Census Tract 11.01, Kern County, California","6282","669"
"1400000US06029001102","Census Tract 11.02, Kern County, California","6840","652"
"1400000US06029001103","Census Tract 11.03, Kern County, California","5400","545"
"1400000US06029001201","Census Tract 12.01, Kern County, California","2936","318"
"1400000US06029001202","Census Tract 12.02, Kern County, California","6049","758"
"1400000US06029001300","Census Tract 13, Kern County, California","7114","736"
"1400000US06029001400","Census Tract 14, Kern County, California","8000","1015"
"1400000US06029001500","Census Tract 15, Kern County, California","2586","497"
"1400000US06029001600","Census Tract 16, Kern County, California","1967","292"
"1400000US06029001700","Census Tract 17, Kern County, California","3739","390"
"1400000US06029001801","Census Tract 18.01, Kern County, California","5614","637"
"1400000US06029001802","Census Tract 18.02, Kern County, California","5613","680"
"1400000US06029001901","Census Tract 19.01, Kern County, California","3697","287"
"1400000US06029001902","Census Tract 19.02, Kern County, California","4595","467"
"1400000US06029002000","Census Tract 20, Kern County, California","6941","920"
"1400000US06029002100","Census Tract 21, Kern County, California","3190","380"
"1400000US06029002200","Census Tract 22, Kern County, California","5633","706"
"1400000US06029002301","Census Tract 23.01, Kern County, California","10772","1056"
"1400000US06029002302","Census Tract 23.02, Kern County, California","3803","618"
"1400000US06029002400","Census Tract 24, Kern County, California","8384","525"
"1400000US06029002500","Census Tract 25, Kern County, California","9052","1406"
"1400000US06029002600","Census Tract 26, Kern County, California","3477","246"
"1400000US06029002700","Census Tract 27, Kern County, California","5903","462"
"1400000US06029002804","Census Tract 28.04, Kern County, California","2510","201"
"1400000US06029002806","Census Tract 28.06, Kern County, California","2112","258"
"1400000US06029002807","Census Tract 28.07, Kern County, California","3713","299"
"1400000US06029002808","Census Tract 28.08, Kern County, California","7110","562"
"1400000US06029002811","Census Tract 28.11, Kern County, California","3437","235"
"1400000US06029002812","Census Tract 28.12, Kern County, California","5021","408"
"1400000US06029002813","Census Tract 28.13, Kern County, California","4412","473"
"1400000US06029002814","Census Tract 28.14, Kern County, California","4038","432"
"1400000US06029002815","Census Tract 28.15, Kern County, California","4006","477"
"1400000US06029002816","Census Tract 28.16, Kern County, California","5837","587"
"1400000US06029002817","Census Tract 28.17, Kern County, California","5373","363"
"1400000US06029002818","Census Tract 28.18, Kern County, California","4050","323"
"1400000US06029002819","Census Tract 28.19, Kern County, California","4782","315"
"1400000US06029002820","Census Tract 28.20, Kern County, California","6506","435"
"1400000US06029002821","Census Tract 28.21, Kern County, California","4850","317"
"1400000US06029002900","Census Tract 29, Kern County, California","7424","698"
"1400000US06029003000","Census Tract 30, Kern County, California","7552","705"
"1400000US06029003103","Census Tract 31.03, Kern County, California","4084","366"
"1400000US06029003112","Census Tract 31.12, Kern County, California","5221","414"
"1400000US06029003113","Census Tract 31.13, Kern County, California","4993","473"
"1400000US06029003114","Census Tract 31.14, Kern County, California","7835","774"
"1400000US06029003115","Census Tract 31.15, Kern County, California","4816","529"
"1400000US06029003121","Census Tract 31.21, Kern County, California","8339","765"
"1400000US06029003122","Census Tract 31.22, Kern County, California","7970","797"
"1400000US06029003123","Census Tract 31.23, Kern County, California","18877","1233"
"1400000US06029003124","Census Tract 31.24, Kern County, California","6123","502"
"1400000US06029003202","Census Tract 32.02, Kern County, California","18784","1403"
"1400000US06029003203","Census Tract 32.03, Kern County, California","2260","207"
"1400000US06029003204","Census Tract 32.04, Kern County, California","11455","1026"
"1400000US06029003205","Census Tract 32.05, Kern County, California","10285","753"
"1400000US06029003206","Census Tract 32.06, Kern County, California","21438","1193"
"1400000US06029003303","Census Tract 33.03, Kern County, California","1521","164"
"1400000US06029003304","Census Tract 33.04, Kern County, California","3358","303"
"1400000US06029003305","Census Tract 33.05, Kern County, California","3487","501"
"1400000US06029003306","Census Tract 33.06, Kern County, California","4199","649"
"1400000US06029003400","Census Tract 34, Kern County, California","4762","524"
"1400000US06029003500","Census Tract 35, Kern County, California","8292","485"
"1400000US06029003600","Census Tract 36, Kern County, California","4194","487"
"1400000US06029003700","Census Tract 37, Kern County, California","3415","450"
"1400000US06029003803","Census Tract 38.03, Kern County, California","8602","548"
"1400000US06029003804","Census Tract 38.04, Kern County, California","16789","1243"
"1400000US06029003805","Census Tract 38.05, Kern County, California","9244","640"
"1400000US06029003806","Census Tract 38.06, Kern County, California","5167","459"
"1400000US06029003807","Census Tract 38.07, Kern County, California","3745","439"
"1400000US06029003808","Census Tract 38.08, Kern County, California","4495","349"
"1400000US06029003809","Census Tract 38.09, Kern County, California","12184","836"
"1400000US06029003810","Census Tract 38.10, Kern County, California","2811","157"
"1400000US06029003811","Census Tract 38.11, Kern County, California","2723","203"
"1400000US06029003812","Census Tract 38.12, Kern County, California","4405","344"
"1400000US06029003813","Census Tract 38.13, Kern County, California","8070","902"
"1400000US06029003900","Census Tract 39, Kern County, California","1963","348"
"1400000US06029004000","Census Tract 40, Kern County, California","9516","544"
"1400000US06029004101","Census Tract 41.01, Kern County, California","5476","506"
"1400000US06029004102","Census Tract 41.02, Kern County, California","5253","539"
"1400000US06029004200","Census Tract 42, Kern County, California","1448","246"
"1400000US06029004301","Census Tract 43.01, Kern County, California","8948","511"
"1400000US06029004302","Census Tract 43.02, Kern County, California","5571","339"
"1400000US06029004401","Census Tract 44.01, Kern County, California","8342","584"
"1400000US06029004402","Census Tract 44.02, Kern County, California","4436","486"
"1400000US06029004500","Census Tract 45, Kern County, California","2635","322"
"1400000US06029004601","Census Tract 46.01, Kern County, California","3267","861"
"1400000US06029004603","Census Tract 46.03, Kern County, California","2231","228"
"1400000US06029004604","Census Tract 46.04, Kern County, California","14840","834"
"1400000US06029004701","Census Tract 47.01, Kern County, California","11517","454"
"1400000US06029004702","Census Tract 47.02, Kern County, California","3761","312"
"1400000US06029004800","Census Tract 48, Kern County, California","9530","825"
"1400000US06029004901","Census Tract 49.01, Kern County, California","5863","575"
"1400000US06029004902","Census Tract 49.02, Kern County, California","8674","665"
"1400000US06029005003","Census Tract 50.03, Kern County, California","3797","472"
"1400000US06029005004","Census Tract 50.04, Kern County, California","7061","709"
"1400000US06029005103","Census Tract 51.03, Kern County, California","2437","323"
"1400000US06029005104","Census Tract 51.04, Kern County, California","4220","374"
"1400000US06029005201","Census Tract 52.01, Kern County, California","4522","500"
"1400000US06029005203","Census Tract 52.03, Kern County, California","4942","692"
"1400000US06029005204","Census Tract 52.04, Kern County, California","5963","749"
"1400000US06029005300","Census Tract 53, Kern County, California","1993","279"
"1400000US06029005401","Census Tract 54.01, Kern County, California","6255","582"
"1400000US06029005402","Census Tract 54.02, Kern County, California","5027","425"
"1400000US06029005403","Census Tract 54.03, Kern County, California","9119","613"
"1400000US06029005404","Census Tract 54.04, Kern County, California","6819","538"
"1400000US06029005501","Census Tract 55.01, Kern County, California","6015","677"
"1400000US06029005506","Census Tract 55.06, Kern County, California","5964","622"
"1400000US06029005507","Census Tract 55.07, Kern County, California","7067","455"
"1400000US06029005508","Census Tract 55.08, Kern County, California","4414","442"
"1400000US06029005600","Census Tract 56, Kern County, California","2221","262"
"1400000US06029005700","Census Tract 57, Kern County, California","2827","275"
"1400000US06029005801","Census Tract 58.01, Kern County, California","6604","483"
"1400000US06029005802","Census Tract 58.02, Kern County, California","9479","840"
"1400000US06029005900","Census Tract 59, Kern County, California","3394","377"
"1400000US06029006002","Census Tract 60.02, Kern County, California","4228","252"
"1400000US06029006003","Census Tract 60.03, Kern County, California","6018","601"
"1400000US06029006004","Census Tract 60.04, Kern County, California","1225","215"
"1400000US06029006006","Census Tract 60.06, Kern County, California","3878","442"
"1400000US06029006007","Census Tract 60.07, Kern County, California","6245","1029"
"1400000US06029006008","Census Tract 60.08, Kern County, California","6011","491"
"1400000US06029006100","Census Tract 61, Kern County, California","8240","361"
"1400000US06029006201","Census Tract 62.01, Kern County, California","2923","312"
"1400000US06029006202","Census Tract 62.02, Kern County, California","8427","478"
"1400000US06029006301","Census Tract 63.01, Kern County, California","4074","326"
"1400000US06029006303","Census Tract 63.03, Kern County, California","5922","413"
"1400000US06029006304","Census Tract 63.04, Kern County, California","4395","399"
"1400000US06029006401","Census Tract 64.01, Kern County, California","7230","681"
"1400000US06029006403","Census Tract 64.03, Kern County, California","6603","477"
"1400000US06029006404","Census Tract 64.04, Kern County, California","3170","351"
"1400000US06029006500","Census Tract 65, Kern County, California","4501","442"
"1400000US06031000100","Census Tract 1, Kings County, California","3053","274"
"1400000US06031000200","Census Tract 2, Kings County, California","2287","225"
"1400000US06031000300","Census Tract 3, Kings County, California","6858","420"
"1400000US06031000402","Census Tract 4.02, Kings County, California","5976","349"
"1400000US06031000403","Census Tract 4.03, Kings County, California","5007","462"
"1400000US06031000404","Census Tract 4.04, Kings County, California","10622","576"
"1400000US06031000405","Census Tract 4.05, Kings County, California","6796","556"
"1400000US06031000500","Census Tract 5, Kings County, California","5358","458"
"1400000US06031000601","Census Tract 6.01, Kings County, California","9844","667"
"1400000US06031000602","Census Tract 6.02, Kings County, California","5962","471"
"1400000US06031000701","Census Tract 7.01, Kings County, California","5656","391"
"1400000US06031000702","Census Tract 7.02, Kings County, California","4342","314"
"1400000US06031000800","Census Tract 8, Kings County, California","5055","370"
"1400000US06031000900","Census Tract 9, Kings County, California","7956","820"
"1400000US06031001001","Census Tract 10.01, Kings County, California","4519","336"
"1400000US06031001002","Census Tract 10.02, Kings County, California","5094","426"
"1400000US06031001003","Census Tract 10.03, Kings County, California","6811","446"
"1400000US06031001100","Census Tract 11, Kings County, California","6631","467"
"1400000US06031001200","Census Tract 12, Kings County, California","2445","216"
"1400000US06031001300","Census Tract 13, Kings County, California","4811","409"
"1400000US06031001401","Census Tract 14.01, Kings County, California","2646","278"
"1400000US06031001402","Census Tract 14.02, Kings County, California","2168","253"
"1400000US06031001500","Census Tract 15, Kings County, California","4671","370"
"1400000US06031001601","Census Tract 16.01, Kings County, California","4101","587"
"1400000US06031001602","Census Tract 16.02, Kings County, California","9035","412"
"1400000US06031001701","Census Tract 17.01, Kings County, California","10015","323"
"1400000US06031981800","Census Tract 9818, Kings County, California","2972","316"
"1400000US06033000100","Census Tract 1, Lake County, California","3376","462"
"1400000US06033000300","Census Tract 3, Lake County, California","4307","439"
"1400000US06033000400","Census Tract 4, Lake County, California","5646","352"
"1400000US06033000501","Census Tract 5.01, Lake County, California","3047","457"
"1400000US06033000502","Census Tract 5.02, Lake County, California","2446","400"
