objectid,CNN,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,SIG_NUM,TYPE,IC_MAKE,MODEL,CABINET_SI,SYSTEM_NUM,MASTER,BBS,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,INTERCONNE,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,LAMP_ASSGN,LAMP_SORT,SORT_ME,APS,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
13676,24498000,FOLSOM,FREMONT,,,6,,9353500,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,74,,YES-UPSTEALTH,,ALL,,GPS,,,,,Transbay Folsom; Caltrans West Approach Project,FULL DONE,,2010,NONE,NONE,DONE,NONE,CALTRANS,,1958,,,0,,0,0,27,,,APS INAV 2WIRE FOLSOM (8),POINT (-122.393597164 37.787996309),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,6,32,32,1,10,8
13412,24192000,10TH ST,BRYANT,OPTICOM,US 101 S ON RAMP,6,,9065000,SIGNAL,ECONOLITE,2070-TS2-1,G,16B,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,CT 36,BRYANT,MOD AFTER FULL PENDING,06/96,1998,NONE,PENDING,DONE,NONE,SALES TAX,,1948,101(a),,20,X,80,0,07,,,,POINT (-122.40973589 37.770348517),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,6,32,32,1,10,20
12929,20308000,BAYSHORE,VISITACION,"VETAG,OPTICOM",,10,,9200500,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,WIRELESS,ALL,YES,GPS,FIBER,"TSP,FIRE PREEMPT",,,3RDLRP,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,MUNI,,9999,,,0,,0,0,04,,,,POINT (-122.404226037 37.710409217),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,89,89,9,9,1
13092,24435000,FULTON,LARKIN,,,5,,9375500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,,,,Traffic Signal Hardware Replacement Phase 1,TENDERLOIN,FULL DONE,1/02,1996,NONE,NONE,DONE,NONE,SALES TAX,,1996,,,0,,0,0,45,,,APS_4WIRE_PH1 (6),POINT (-122.416768093 37.779584438),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,5,21,21,5,10,36
13966,24631000,04TH ST,MINNA,,,6,,9031200,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,,VIDEO,ALL,YES,GPS,FIBER,,,,MOSCONE CENTER EXPANSION,NEW DONE,06/02,2002,DONE,NONE,NONE,NONE,FEDS,,2002,,,0,,0,0,52,,,,POINT (-122.403711754 37.784044438),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Financial District/South Beach,6,32,32,1,10,8
13549,27501000,18TH AVE,GEARY,OPTICOM,,1,,9096000,SIGNAL,MCCAIN,2070-TS2-1,MSF,15A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Geary BRT Phase 2 (unfunded),MUNI MR-1139,FULL AFTER MOD FUTURE,07/04,2004,NONE,DONE,DONE,NONE,,,1980,,,0,,0,0,31,,,,POINT (-122.477239888 37.780439637),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Richmond,1,5,5,8,4,29
13900,10612201,PORTOLA,MIDBLOCK AT,,BURNETT,8,GLENVIEW,0,BEACON,,,N/A,,,,,n.a.,,,,,,,,B&F,,0,NONE,NONE,NONE,DONE,,,0,,,0,,0,0,65,,,,POINT (-122.44626369 37.746794846),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Noe Valley,8,48,48,9,5,22
14152,22410000,MARIETTA,TERESITA,,,7,,0,RADAR SPEED SIGN,,,,N/A,,,,N.A.,,,,,,,,,,0,,,,,,,2007,,,0,,0,0,,,,,POINT (-122.450784466 37.742729932),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,West of Twin Peaks,7,72,72,9,8,41
13402,24421000,11TH ST,MISSION,OPTICOM,,6,,9070000,SIGNAL,MCCAIN,2070-TS2-1,MSF75-ATC,16B,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,SOMA MISSION,FULL DONE,04/01,2003,NONE,NONE,DONE,NONE,FEDS,,1956,,,0,,0,0,52,,,,POINT (-122.417104136 37.774325287),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
14021,23773000,16TH ST,RHODE ISLAND,OPTICOM,,6.1,,9088300,SIGNAL,MCCAIN,2070-TS2-1,MSF,57,,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,16TH STREET PH 1; CT 60,MOD AFTER NEW DONE,,2012,DONE,DONE,NONE,NONE,,,2012,,,0,,0,0,85,,,PENDING,POINT (-122.402684957 37.766074608),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission Bay,10,54,54,1,9,4
13393,23991000,23RD ST,FOLSOM,,,9,,9131500,SIGNAL,MCCAIN,2070-TS2-1,MSF,22,,,,PENDING,,GPS,,,,CT 35,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,SALES TAX,,1974,,,0,,0,0,26,,,PENDING,POINT (-122.41423351 37.754098883),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
13208,26614000,POST,STEINER,,,5,,9523500,SIGNAL,MCCAIN,2070-TS2-1,G,73,,,,NONE,,GPS,,,,,,NONE,,0,,,,,,,1957,,,0,,0,0,66,,,,POINT (-122.434729992 37.784944006),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Japantown,5,103,103,4,11,15
13011,24958000,SUTTER,TAYLOR,OPTICOM,,3,,9537500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,PCS 3,FULL DONE,03/17,2017,NONE,NONE,DONE,NONE,,,1957,,,0,,0,0,74,,,,POINT (-122.411885657 37.788807544),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Nob Hill,3,50,50,6,3,21
13032,24662000,GRANT,SUTTER,OPTICOM,,3,,9413500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1957,,,0,,0,0,74,,,,POINT (-122.405398674 37.789631598),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,19,19,6,3,8
13114,23907000,04TH ST,CLARA,,,6,,9028500,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,,,ALL,,GPS,FIBER,,,,,FULL DONE,,1999,NONE,NONE,DONE,NONE,FEDS,,1986,,,0,,0,0,39,,,,POINT (-122.400149637 37.78121752),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
13067,24903000,GEARY,POWELL,OPTICOM,,3,,9386000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Powell Streetscape,DOWNTOWN GEARY,FULL DONE,2/03,0,NONE,NONE,DONE,NONE,SALES TAX,,1957,,,0,,0,0,32,,,APS_ENAV 4WIRE_DPW PROW (8),POINT (-122.408226726 37.787359262),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,19,19,6,3,8
13068,24904000,O'FARRELL,POWELL,OPTICOM,,3,,9497000,SIGNAL,ECONOLITE,2070-TS2-1,G,78,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,Powell Streetscape,,NONE,,0,,,,,,,1957,,,0,,0,0,60,,,PENDING,POINT (-122.408036236 37.786409613),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,3,19,19,6,3,36
12911,21502000,LOWELL,MISSION,OPTICOM,NAGLEE,11,,9470000,SIGNAL,ECONOLITE,2070-TS2-1,G,26,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,MISSION IV,,FULL FUTURE,01/16,0,NONE,NONE,FUTURE,NONE,SALES TAX,,1951,,,0,,0,0,54,,CAB,,POINT (-122.446383349 37.71143615),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Mission,11,66,66,9,1,28
12980,23906000,04TH ST,HARRISON,,US I-80 ON RAMP,6,,9030000,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,YES-UPSTEALTH,,ALL,,GPS,"FIBER,PROXIM",,,Signal Visibility Upgrades Ph 2,HARRISON,MOD AFTER FULL FUTURE,,1999,NONE,FUTURE,DONE,NONE,FEDS,YES,1955,80(a),,20,X,80,0,39,,,PENDING,POINT (-122.399616233 37.780791483),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
13169,26548000,PACIFIC,VAN NESS,OPTICOM,,2.3,,9509500,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,13,,,,ALL,,GPS,,"TSP,FIRE PREEMPT",,VAN NESS BRT,CT 22,FULL AFTER MOD DONE,04/21,2021,NONE,DONE,DONE,NONE,FED/SALES TAX,,1948,101(b),,50,X,50,0,80,,,APS iNS 2WIRE VAN NESS (9),POINT (-122.423227147 37.794817355),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Russian Hill,3,105,105,4,3,32
13386,25607000,23RD ST,GUERRERO,,,8.9,,9132000,SIGNAL,MCCAIN,2070-TS2-1,G,22,,,,ALL,,GPS,,,,,ABOVE GRADE,MOD DONE,10/14,0,NONE,DONE,NONE,NONE,SALES TAX,,1975,,,0,,0,0,37,,,,POINT (-122.423028464 37.753569181),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,8,52,52,3,5,20
12924,21326000,CORTLAND,MISSION,OPTICOM,,9,,9290500,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,25,MASTER-GPS,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,OUTER MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1954,,,0,,0,0,54,,,,POINT (-122.422840577 37.741027407),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bernal Heights,9,83,83,9,2,2
13046,30735000,MARKET,MONTGOMERY,OPTICOM,NEW MONTGOMERY,3.6,POST,9473500,SIGNAL,ECONOLITE,2070-TS2-1,MSF,01D,,2003 CANDIDATE,,ALL,,GPS,"FIBER,PROXIM",FIRE PREEMPT,,BETTER MARKET,CT 23,FULL AFTER MOD FUTURE,,1999,NONE,DONE,FUTURE,DONE,SALES TAX,,1959,,,0,,0,0,50,,X,APS_4WIRE_MARKET (12),POINT (-122.40206573 37.788721152),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,6,32,32,6,10,8
14107,2692400,COOK,GEARY,OPTICOM,,2,,0,SIGNAL,MCCAIN,2070-TS2-1,MSF72,15,,,,ALL,,,FIBER,"TSP,FIRE PREEMPT",,,Geary BRT PH 1,NEW DONE,01/21,2021,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2021,,,0,,0,0,31,,,APS iNS 2WIRE GEARY RAPID (9),POINT (-122.452143124 37.781853292),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Presidio Heights,2,12,12,8,6,31
12928,33158000,BACON,BAYSHORE,,EGBERT,9.1,PHELPS,9177000,SIGNAL,EAGLE,2070-TS2-1,MSF,ISOLATED,,,WIRELESS,ALL,YES,GPS,,,,,PCS 3,FULL DONE,03/17,2017,NONE,NONE,DONE,NONE,,,1967,,,0,,0,0,04,,,APS ENAV 2WIRE PCS3 (9),POINT (-122.402209198 37.728101974),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Portola,9,91,91,2,9,25
13441,24160000,18TH ST,VALENCIA,,,9,,9101500,SIGNAL,MCCAIN,2070-TS2-1,G,22,,,,ALL,,GPS,,,,Signal Visibility Upgrades Ph 2,VALENCIA,MOD AFTER FULL FUTURE,,1995,NONE,FUTURE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,79,,,,POINT (-122.4215784 37.761700909),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,5,20
13989,27287000,07TH AVE,CLEMENT,OPTICOM,,1,,9044700,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,48,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,CT 55,NEW DONE,,2005,DONE,NONE,NONE,NONE,SR2S,,2005,,,0,,0,0,02,,,,POINT (-122.465492391 37.782890981),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Inner Richmond,1,5,5,8,4,11
13275,26030000,FELL,SCOTT,,,5,,9342000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,MSF,16,,,,ALL,,GPS,FIBER,,,,HES,FULL DONE,07/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,25,,,,POINT (-122.435940329 37.774276678),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Hayes Valley,5,23,23,4,11,9
14057,52197000,PHELAN,MIDBLOCK AT,,LEE EXTENSION,7,,9511300,SIGNAL,ECONOLITE,2070-TS2-1,MSF,31,,,WIRELESS,ALL,YES,GPS,,,,,CITY COLLEGE,NEW DONE,2009,2009,DONE,NONE,NONE,NONE,CITY COLLEGE,,2009,,,0,,0,0,59,,,APS 2WIRE ADDBACK (6),POINT (-122.452373703 37.727120389),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,West of Twin Peaks,7,71,71,9,8,41
13264,26038000,FELL,STEINER,,,5,,9343000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,MSF,16,,,,ALL,,GPS,FIBER,,,Signal Visibility Upgrades Ph 2,HES,MOD AFTER FULL FUTURE,07/00,0,NONE,FUTURE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,25,,,,POINT (-122.432648622 37.77469266),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Hayes Valley,5,26,26,4,11,9
13341,24088000,24TH ST,MISSION,OPTICOM,,9,,9138000,SIGNAL,MCCAIN,2070-TS2-1,MSF,64,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,MID MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,53,,,APS_4WIRE_PH1 (8),POINT (-122.418445271 37.752239455),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
13002,24770000,CLAY,KEARNY,OPTICOM,,3,,9278500,SIGNAL,MCCAIN,2070-TS2-1,G,07A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,Kearny Paving,,,0,NONE,NONE,NONE,NONE,SALES TAX,,1967,,,0,,0,0,16,,,,POINT (-122.404796473 37.794453005),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Chinatown,3,104,104,6,3,6
14104,22095000,DELANO,GENEVA,OPTICOM,,11,,9294950,SIGNAL,MCCAIN,2070-TS2-1,MSF,58,,,WIRELESS,ALL,YES,GPS,PROXIM,"TSP,FIRE PREEMPT",,,WALK FIRST NEW SIGNALS,NEW DONE,,2018,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2018,,,0,,0,0,33,,,APS ENAV 2WIRE WF NEW (8),POINT (-122.445127873 37.720086705),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Mission,11,80,80,9,1,28
14045,27365000,18TH AVE,JUDAH,VETAG,,7,,9096300,SIGNAL,MCCAIN,2070-TS2-1,MSF,36,,,,ALL,,GPS,,TRANSIT PREEMPT,,,TSI,NEW DONE,,2016,DONE,NONE,NONE,NONE,Prop B Go Bond,,2016,,,0,,0,0,46,,,APS ENAV 2WIRE TSI (8),POINT (-122.475924093 37.761747152),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Inner Sunset,7,109,109,10,7,14
14277,27101000,07TH AVE,MORAGA,,,7,,0,PENDING BEACON,,,,,,,,,,,,,,D7 ADD BACK,,BEACON PENDING,,0,NONE,NONE,NONE,PENDING,,,0,,,0,,0,0,,,,,POINT (-122.463657671 37.756764108),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Inner Sunset,7,44,44,7,8,14
13635,26833000,BUSH,LYON,,,2,,9235500,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,73,,,,ALL,,GPS,,,,,BUSH,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,09,,,,POINT (-122.445019857 37.785548669),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Presidio Heights,2,103,103,8,6,31
13564,27890000,36TH AVE,GEARY,OPTICOM,,1,,9156500,SIGNAL,EAGLE,2070-TS2-1,MSF,15A,,,,ALL,,GPS,"FIBER,PROXIM",FIRE PREEMPT,,Geary BRT Phase 2 (unfunded),,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1950,,,0,,0,0,31,,,,POINT (-122.496523869 37.779550582),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Richmond,1,8,8,8,4,29
13485,27697000,NORIEGA,SUNSET,,,4,,9495000,SIGNAL,MCCAIN,2070-TS2-1,G,37,,,,ALL,,GPS,,,,,CT 31,MOD DONE,,0,,DONE,,,,,1965,,,0,,0,0,73,,,,POINT (-122.495226538 37.753413818),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Sunset/Parkside,4,39,39,10,7,35
12895,22192000,GENEVA,OCEAN,OPTICOM,PHELAN,7.11,,9391500,SIGNAL,ECONOLITE,2070-TS2-1,2070-MSF-TS2-TYPE-1,31,,YES-UPSTEALTH,,ALL,,GPS,"FIBER,PROXIM",FIRE PREEMPT,,,OCEAN,FULL DONE,1/01,0,NONE,NONE,DONE,NONE,SALES TAX,,1952,,,0,,0,0,33,,,APS_4WIRE_PH2 (12),POINT (-122.452331561 37.723080243),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,11,71,71,10,8,41
13614,26836000,GEARY,MASONIC,OPTICOM,,2,,9384000,SIGNAL,MCCAIN,2070-TS2-1,MSF72,72,,YES-UPSTEALTH,,ALL,,,"FIBER,PROXIM",FIRE PREEMPT,,,Geary BRT PH 1; PCS & APS Livable Streets,MOD AFTER FULL DONE,10/01,1999,NONE,DONE,DONE,NONE,SALES TAX,,1947,,,0,,0,0,31,,,APS ENAV 4WIRE PCS2 (14),POINT (-122.447301514 37.782391642),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Lone Mountain/USF,2,12,12,8,6,18
13206,26494000,GEARY,GOUGH,OPTICOM,PETER YORKE,2,STARR KING,9379500,SIGNAL,MCCAIN,2070-TS2-1,MSF72,49,,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,Geary BRT PH 1,FULL DONE,03/21,2021,NONE,NONE,DONE,NONE,SALES TAX,FUTURE,1953,,,0,,0,0,35,,,APS iNS 2WIRE GEARY RAPID (10),POINT (-122.424687041 37.785334622),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,2,100,100,4,11,39
13335,22435000,PORTOLA,TWIN PEAKS,,,7.8,,9521500,SIGNAL,PEEK,2070-TS2-1,MSF,33A,,,VIDEO (GRIDSMART),PENDING,NO,,12C,,,CT 35,Various Locations Pole and Conduit,FULL PENDING,,2008,NONE,NONE,PENDING,NONE,,,1969,,,0,,0,0,65,,PED/PPB?,PENDING,POINT (-122.450852983 37.745825831),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Glen Park,8,48,48,9,5,10
13926,1030000,US I-280,MIDBLOCK AT,,20TH ST,10,INDIANA,9541500,BEACON,,,N/A,BALLPARK,,,,n.a.,,,,,,,BALLPARK-BEACON & FLASHER,B&F,,2000,NONE,NONE,NONE,DONE,BALLPARK,,2000,,,0,,0,0,85,,,,POINT (-122.39228481 37.760693285),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Potrero Hill,10,55,55,2,9,26
13342,24073000,25TH ST,MISSION,OPTICOM,,9,,9145000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,G,64,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,MID MISSION,FULL DONE,,1999,NONE,NONE,DONE,NONE,SALES TAX,,1954,,,0,,0,0,53,,,,POINT (-122.41828787 37.75063965),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,2,20
13784,26531000,BUCHANAN,BUSH,,,5,,9223000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,73,,,,ALL,,GPS,,,,,BUSH,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,09,,,,POINT (-122.430168382 37.787440825),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Pacific Heights,5,101,101,4,11,30
13809,25485000,BEACH,MASON,VETAG,,3,,9203000,SIGNAL,ECONOLITE,2070-TS2-1,MSF,10,,,,ALL,,GPS,,TRANSIT PREEMPT,,,F-LINE,NEW DONE,,1998,,,,,MUNI,,1998,,,0,,0,0,57,,,,POINT (-122.413975007 37.807482513),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,North Beach,3,99,99,6,3,23
14086,11943101,SKYLINE,JOHN MUIR,,,7,,9533300,BEACON,RTC,,,BEACON,,,,n.a.,,,,,,,,B&F,,0,,,,DONE,,,2015,,,0,,0,0,,,,,POINT (-122.500147119 37.71941282),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Lakeshore,7,43,43,10,8,16
13600,26802000,DIVISADERO,O'FARRELL,,,2.5,,9301000,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,FUTURE,,GPS,,TSP-Planned,,Western Addition Phase 2,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1978,,,0,,0,0,60,,,FUTURE,POINT (-122.439297625 37.782450481),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,5,97,97,4,11,39
14178,23746000,16TH ST,WISCONSIN,OPTICOM,,6.1,,0,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,76,MASTER-GPS,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,16TH STREET PH 1,NEW DONE,06/20,2020,DONE,NONE,NONE,NONE,,,2020,,,0,,0,0,15,,,APS ENAV 2WIRE 16TH ST (8),POINT (-122.39976096 37.766250253),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission Bay,6,54,54,1,9,4
13242,25940000,FULTON,GOUGH,,,5,,9373500,SIGNAL,MCCAIN,2070-TS2-1,MSF,49,,,,ALL,,GPS,"FIBER,PROXIM",,,,Gough Future Upgrade,FULL AFTER MOD DONE,09/19,2019,NONE,DONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,35,,,APS ENAV 2WIRE GOUGH (9),POINT (-122.423354025 37.778747372),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Hayes Valley,5,21,21,4,11,9
14158,23166000,23RD AVE,SLOAT,,,4,,0,CALTRANS - HAWK,,,,CALTRANS,,,,ALL,YES,,,,,,,CALTRANS,,0,,,,,,,2016,35,X,100,,0,0,not ours,,,APS HAWK,POINT (-122.479459648 37.734532536),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Sunset/Parkside,4,62,62,10,8,35
13479,23202000,19TH AVE,RIVERA,,,4.7,,9109500,SIGNAL,ECONOLITE,2070-TS2-1,332,36,,,LOOPS,ALL,YES,GPS,FIBER,,,,19th AVE PH 2,FULL DONE,01/08,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,56,,,PENDING,POINT (-122.47590202 37.746782038),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,44,44,10,7,41
13024,25252000,CALIFORNIA,HYDE,"MECHANICAL,LEVER",,3,,9247500,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,CABLE CAR PREEMPTION,,,CT 22,MOD DONE,,0,,DONE,,,SALES TAX,,1954,,,0,,0,0,10,,,,POINT (-122.417391335 37.790973191),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Nob Hill,3,16,16,6,3,21
13185,26605000,CALIFORNIA,WEBSTER,,,2,,9258500,SIGNAL,MCCAIN,2070-TS2-1,G,73,,,,ALL,,GPS,PROXIM,,,,WEBSTER PCS,FULL DONE,12/17,2017,NONE,NONE,DONE,NONE,,,1985,,,0,,0,0,11,,,APS ENAV 2WIRE WEBSTER (8),POINT (-122.432196679 37.789115231),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Pacific Heights,2,102,102,4,6,30
13530,27271000,06TH AVE,BALBOA,,,1,,9038000,SIGNAL,MCCAIN,2070-TS2-1,MSF,43,MASTER-GPS,,,SOME PHASES,,GPS,,,,,,NONE,,0,NONE,NONE,NONE,NONE,,,1965,,,0,,0,0,02,,,,POINT (-122.464010602 37.777234779),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Inner Richmond,1,5,5,8,4,11
12817,20578000,DWIGHT,PAUL,OPTICOM,SAN BRUNO,9.1,,9310300,SIGNAL,EAGLE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,ISOLATED,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,CT 52/53,NEW DONE,4/01,2002,DONE,NONE,NONE,NONE,SALES TAX,,2002,,,0,,0,0,04,,,APS iNAV 3WIRE CITYWIDE NEW APS (9),POINT (-122.402060967 37.723919995),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Portola,9,91,91,2,2,25
13259,30745000,09TH ST,HAYES,,LARKIN,6,MARKET,9061500,SIGNAL,MCCAIN,2070-TS2-1,MSF,01D,,2003 CANDIDATE,,ALL,,GPS,FIBER,,,BETTER MARKET,,FULL AFTER MOD FUTURE,,0,NONE,DONE,FUTURE,NONE,,,1950,,,0,,0,0,50,,,APS_4WIRE_MARKET (16),POINT (-122.416291701 37.777493843),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,,,5,10,34
12994,24949000,BUSH,MASON,,,3,,9236000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,78,,,,ALL,,GPS,"FIBER,PROXIM",,,,BUSH,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,09,,,,POINT (-122.410433246 37.789951424),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Nob Hill,3,50,50,6,3,21
13447,25824000,15TH ST,CASTRO,,,8,,9079000,SIGNAL,EAGLE,2070-TS2-1,MSF,19,,,LOOPS,SOME PHASES,YES,GPS,,,,,,MOD DONE,,0,,DONE,,,,,1990,,,0,,0,0,13,,,,POINT (-122.435471953 37.765727474),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Castro/Upper Market,8,28,28,7,5,5
