objectid,CNN,STREET1,STREET2,DETECTION,STREET3,SUP_DIST,STREET4,SIG_NUM,TYPE,IC_MAKE,MODEL,CABINET_SI,SYSTEM_NUM,MASTER,BBS,VEH_ACTUAT,PED_SIGNAL,PED_ACTUAT,TBC,INTERCONNE,PREEMPT_PR,D_ATE2070,PROJECT_NE,PROJECT_OL,UPGRADED,YR_OF_CONT,LAST_UPGRA,NEW_SIGNAL,MOD_PROJEC,FULL_UPGRA,BEACON_FLA,FUNDING,RLCAM,STARTYEAR,CALTRANS_R,CALTRANS,PERCENT_C,SF,PERCENT_SF,PERCENT_PO,LAMP_ASSGN,LAMP_SORT,SORT_ME,APS,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,Neighborhoods,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods
12937,22245000,GENNESSEE,MONTEREY,,,7,,9393500,SIGNAL,MCCAIN,2070-TS2-1,MSF,32,,,,SOME PHASES,,GPS,,,,,,NONE,,0,,,,,,,1972,,,0,,0,0,55,,,,POINT (-122.451146667 37.731536847),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,95,95,9,8,41
13744,26700000,CHESTNUT,FRANKLIN,,,2,,9273500,SIGNAL,MCCAIN,2070-TS2-1,MSF,13,,,,ALL,,GPS,,,,,Franklin Upgrade,FULL DONE,06/16,2016,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,29,,,,POINT (-122.426377344 37.802071872),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Marina,2,17,17,4,6,13
13578,26005000,CASTRO,DUBOCE,,,8,,9262500,SIGNAL,MCCAIN,2070-TS2-1,G,19,,,,ALL,,GPS,,,,,CT 31,MOD DONE,,0,,DONE,,,,,1973,,,0,,0,0,13,,,,POINT (-122.435794213 37.769058453),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Haight Ashbury,8,112,112,7,5,3
13526,26433000,STANYAN,WALLER,,,5.8,,9534000,SIGNAL,MCCAIN,2070-TS2-1,G,17,,,,NONE,,GPS,,,,,,NONE,,0,,,,,,,1956,,,0,,0,0,72,,,,POINT (-122.453352288 37.768246025),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Golden Gate Park,5,25,25,7,11,12
13295,24867000,GREENWICH,SANSOME,,,3,,9419500,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,ISOLATED,,,,NONE,,GPS,,,,,,NONE,,0,,,,,,,1982,,,0,,0,0,22,,,,POINT (-122.403159607 37.80309838),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,77,77,6,3,8
14090,23782000,04TH ST,16TH ST,OPTICOM,,6,,9026500,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,68,,,VIDEO,ALL,YES,GPS,PROXIM,"TSP,FIRE PREEMPT",,,MISSION BAY,NEW DONE,,2010,DONE,NONE,NONE,NONE,,,2007,,,0,,0,0,76,,,PENDING,POINT (-122.39079717 37.766802442),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission Bay,6,34,34,1,10,4
12864,33718000,19TH AVE,WINSTON,,,7,,9113000,SIGNAL,MCCAIN,2070-TS2-1,MSF,61,MASTER-GPS,2003 CANDIDATE,,ALL,,GPS,,,,19th Ave PH 3,CALTRANS,FULL PENDING,,0,NONE,DONE,PENDING,NONE,STATE/CITY,,1951,1(a),,50,X,50,0,56,,,APS_4WIRE_19thAV (6),POINT (-122.474900344 37.7269907),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Lakeshore,7,41,41,10,8,16
13251,26042000,FULTON,STEINER,,,5,,9378000,SIGNAL,MCCAIN,2070-TS2-1,G,71,,,,PENDING,,GPS,,,,Western Addition Phase 1,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1975,,,0,,0,0,30,,,PENDING,POINT (-122.433218738 37.777490367),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,5,23,23,4,11,39
14197,25009000,CLAY,JOICE,,,3,,9278300,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,n.a.,YES,,,,,,,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2014,,,0,,0,0,,,,,POINT (-122.408720356 37.793956347),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Chinatown,3,104,104,6,3,6
13803,25916000,FELL,GOUGH,OPTICOM,,5,,9339000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,MSF,16B,,,,ALL,,GPS,FIBER,FIRE PREEMPT,,,FELL/OAK,FULL DONE,07/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1948,,,0,,0,0,35,,,,POINT (-122.422787634 37.775949863),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Hayes Valley,5,22,22,4,11,9
13160,25589000,LARKIN,NORTH POINT,,,2,,9459000,SIGNAL,ECONOLITE,2070-TS2-1,G,11A,,,,ALL,,GPS,,,,,PCS2010 BATCH 1,MOD AFTER FULL DONE,,1997,,DONE,,,FED/SALES TAX,,1988,,,0,,0,0,57,,,,POINT (-122.422006821 37.805496648),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Russian Hill,2,98,98,6,6,32
13325,25049000,JACKSON,POWELL,MECHANICAL,,3,,9439500,SIGNAL,MCCAIN,2070-TS2-1,MSF,ISOLATED,,,,ALL,,GPS,PROXIM,CABLE CAR PREEMPTION,,,CT 26,MOD DONE,07/00,0,,DONE,,,SALES TAX,,1984,,,0,,0,0,42,,,,POINT (-122.409898752 37.795616425),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Chinatown,3,104,104,6,3,6
13903,20467000,03RD ST,LE CONTE,VETAG,,10,,9021500,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,WIRELESS,ALL,YES,GPS,FIBER,TSP,,,3RDLRP,NEW DONE,10/01,2005,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,75,,,APS_2WIRE_PH1 (9),POINT (-122.397477616 37.718834533),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Bayview Hunters Point,10,88,88,2,9,1
13877,7834201,KING,MIDBLOCK AT,VETAG,04TH ST,6,05TH ST,9452500,SIGNAL,ECONOLITE,2070-TS2-1,MSF,09,,,,ALL,YES,GPS,,TSP,,,KING ST,NEW DONE,,1997,,,,,FEDS,,1998,,,0,,0,0,23,,,,POINT (-122.395190465 37.775526947),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission Bay,6,34,34,1,10,4
14020,26056000,DIVISADERO,GROVE,,,5,,9298700,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,ALL,,GPS,,TSP-Planned,,,CT 60,NEW DONE,,2012,DONE,NONE,NONE,NONE,,,2012,,,0,,0,0,20,,,,POINT (-122.437989848 37.775925406),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Hayes Valley,5,24,24,4,11,9
12953,20473000,03RD ST,INGERSON,VETAG,,10,,9018500,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,WIRELESS,ALL,YES,GPS,FIBER,TSP,,,3RDLRP,FULL DONE,10/01,2004,NONE,NONE,DONE,NONE,MUNI,,1994,,,0,,0,0,75,,,,POINT (-122.396272842 37.72098153),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,88,88,2,9,1
13569,27653000,25TH AVE,CALIFORNIA,OPTICOM,,1,,9141500,SIGNAL,MCCAIN,2070-TS2-1,MSF,69,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,PCS 1,FULL DONE,06/14,2014,NONE,NONE,DONE,NONE,,,1959,,,0,,0,0,11,,,,POINT (-122.485010944 37.783882235),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Richmond,1,8,8,8,4,29
13411,25865000,DOLORES,MARKET,,,8,,9305000,SIGNAL,ECONOLITE,2070-TS1,2070-TS1-in-MSF,21,MASTER-GPS,,,ALL,,GPS,FIBER,,,,UPPER MARKET,MOD DONE,,0,NONE,DONE,NONE,NONE,,,1990,,,0,,0,0,49,,,APS iNAV 3WIRE UPPER MARKET (4),POINT (-122.42685829 37.769042389),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Castro/Upper Market,8,37,37,3,5,5
12846,22436000,O'SHAUGHNESSY,PORTOLA,OPTICOM,WOODSIDE,7.8,,9499000,SIGNAL,ECONOLITE,2070-TS2-1,MSF,33A,MASTER,YES-UPSTEALTH,VIDEO (GRIDSMART),ALL,YES,GPS,,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1951,,,0,,0,0,65,,,APS_4WIRE_PH2 (11),POINT (-122.451623987 37.745534237),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Twin Peaks,7,72,72,9,8,38
13009,24979000,PINE,STOCKTON,OPTICOM,,3,,9515000,SIGNAL,EAGLE,2070-TS2-1,2070-MSF,78,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,PINE,FULL DONE,10/00,0,NONE,NONE,DONE,NONE,SALES TAX,,1949,,,0,,0,0,63,,,,POINT (-122.407322928 37.791298136),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,104,104,6,3,8
13722,50158000,EMBARCADERO,GREEN,VETAG,,3,,9326000,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,09,,,LOOPS,ALL,,GPS,FIBER,TSP,,,N EMB,NEW DONE,,1995,,,,,FEDS,,1995,,,0,,0,100,22,,,,POINT (-122.399130265 37.800896324),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,77,77,6,3,8
13389,24115000,22ND ST,VALENCIA,,,9,,9128500,SIGNAL,MCCAIN,2070-TS2-1,G,22,,,,ALL,,GPS,,,,,VALENCIA,FULL DONE,,1995,NONE,NONE,DONE,NONE,SALES TAX,,1953,,,0,,0,0,79,,,,POINT (-122.420964093 37.755294782),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,5,20
13721,22795000,OCEAN,SAN FERNANDO,,,7,,9504000,SIGNAL,EAGLE,2070-TS2-1,2070-MSF-TS2-TYPE-1,31,MASTER-GPS,,LOOPS (NOT USED),ALL,,GPS,TWISTED PAIR,,,,OCEAN,NEW DONE,,1998,,,,,BAAQMD/SALES TA,,1998,,,0,,0,0,59,,,,POINT (-122.470110426 37.730308468),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,West of Twin Peaks,7,63,63,10,8,41
12840,20457000,03RD ST,EGBERT,VETAG,,10,,9014900,SIGNAL,,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,28,,,VIDEO,ALL,YES,GPS,FIBER,"TSP,HEAVY RAIL PREEMPT",,,3RDLRP,NEW DONE,10/01,2004,DONE,NONE,NONE,NONE,MUNI,,2005,,,0,,0,0,75,,,,POINT (-122.394926152 37.723972564),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Bayview Hunters Point,10,86,86,2,9,1
14225,21592000,FARALLONES,SAN JOSE,,,11,,0,BEACON - RRFB,JSF,AB-9400,,BEACON,,,,n.a.,YES,,,,,,JOC-J35,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2020,,,0,,0,0,,,,,POINT (-122.452174084 37.714103763),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Oceanview/Merced/Ingleside,11,81,81,10,1,24
13510,27441000,CROSS OVER,MARTIN LUTHER KING JR,,,4.7,,9291000,SIGNAL,MCCAIN,2070-TS2-1,352i-ATC,36,,,,ALL,,GPS,,,,,19th Ave PH 3 CALTRANS;19th Avenue APS; CT 24,FULL AFTER MOD DONE,12/20,2020,NONE,DONE,DONE,NONE,SALES TAX,,1946,1(a),,50,X,50,0,56,,,APS_ENAV 4WIRE_19thAV (6),POINT (-122.47736283 37.766062487),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Golden Gate Park,4,9,9,8,4,12
13542,27483000,GEARY,PARK PRESIDIO,OPTICOM,,1,,9384500,SIGNAL,ECONOLITE,2070-TS2-1,332,15,,2003 CANDIDATE,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Geary BRT Phase 2 (unfunded),19th AVE PH 2,FULL DONE,01/08,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,62,,,APS_ENAV 2WIRE_19thAV (8),POINT (-122.472312256 37.780655828),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Richmond,1,5,5,8,4,29
14259,24526000,01ST ST,CLEMENTINA,,,6,,0,PENDING SIGNAL,,,,,,,,PENDING,,,,,,DEVELOPER,,NEW PENDING,,0,PENDING,NONE,NONE,NONE,,,0,,,0,,0,0,27,,,,POINT (-122.395007842 37.787717615),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Financial District/South Beach,6,32,32,1,10,8
13101,25157000,LEAVENWORTH,POST,OPTICOM,,3,,9464000,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,Walk First PCS,FULL DONE,11/18,2018,NONE,NONE,DONE,NONE,GOBOND-FY16,,1976,,,0,,0,0,66,,,APS ENAV 2WIRE WALKFIRST PCS (8),POINT (-122.414995423 37.787453844),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,3,50,50,6,10,36
14073,27968000,47TH AVE,FULTON,OPTICOM,,1,,9157600,SIGNAL,MCCAIN,2070-TS2-1,MSF,55,,,WIRELESS,ALL,YES,GPS,,"TSP,FIRE PREEMPT",,,TSI,NEW DONE,,2015,DONE,NONE,NONE,NONE,Prop B Go Bond,,2015,,,0,,0,0,30,,,APS ENAV 2WIRE TSI (8),POINT (-122.507750666 37.771495034),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Outer Richmond,1,8,8,8,4,29
13876,7833201,KING,MIDBLOCK AT,VETAG,03RD ST,6,04TH ST,9452000,SIGNAL,MCCAIN,2070-TS2-1,MSF,09,,,,ALL,YES,GPS,FIBER,TSP,,,KING ST,NEW DONE,,1997,,,,,FEDS,,1997,,,0,,0,0,23,,,,POINT (-122.392934481 37.777272796),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Mission Bay,6,34,34,1,10,4
13797,25965000,FILLMORE,FULTON,OPTICOM,,5,,9345500,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,PENDING,,GPS,PROXIM,FIRE PREEMPT,,Western Addition Phase 1,Fillmore/Haight Installed Conduit,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1956,,,0,,0,0,30,,,PENDING,POINT (-122.431574642 37.777699925),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Hayes Valley,5,97,97,4,11,9
14115,23652000,04TH ST,MARIPOSA,,MINNESOTA,6.1,,9031100,SIGNAL,MCCAIN,2070-TS2-1,MSF Tall,28,,,WIRELESS,ALL,YES,GPS,FIBER,,,,MISSION BAY,NEW DONE,,2015,DONE,NONE,NONE,NONE,MISSION BAY,,2015,,,0,,0,0,23,,,,POINT (-122.390817277 37.764200765),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Potrero Hill,10,34,34,2,9,26
12868,23323000,JOHN MUIR,SKYLINE,,,7,,0,CALTRANS,,,N/A,CALTRANS,,,,ALL,,,,,,,,CALTRANS,,0,,,,,,,0,35(a),X,67,,33,0,not ours,,,PENDING,POINT (-122.500220954 37.718955559),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Lakeshore,7,43,43,10,8,16
12912,21359000,CARTER,GENEVA,OPTICOM,WALBRIDGE,10.11,,9262000,SIGNAL,ECONOLITE,2070-TS2-1,MSF,70,MASTER-GPS,,WIRELESS,ALL,YES,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1987,,,0,,0,0,33,,,,POINT (-122.423353436 37.70925095),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Excelsior,11,58,58,9,9,7
13287,25592000,NORTH POINT,TAYLOR,,,3,,9496000,SIGNAL,ECONOLITE,2070-TS2-1,G,11A,,,,ALL,,GPS,,,,,PCS2010 BATCH 1,MOD AFTER FULL DONE,,1997,,DONE,,,FED/SALES TAX,,1975,,,0,,0,0,57,,,,POINT (-122.41543157 37.806343429),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,North Beach,3,99,99,6,3,23
13829,26446000,HAYES,STANYAN,OPTICOm,,1.5,,9426500,SIGNAL,ECONOLITE,2070-TS2-1,MSF,16,,,WIRELESS (NOT USED),ALL,,GPS,,"TSP,FIRE PREEMPT",,,,NONE,,0,,,,,,,1988,,,0,,0,0,40,,,,POINT (-122.454285117 37.772895178),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Golden Gate Park,1,12,12,7,4,12
14159,21605000,PERSIA,SUNNYDALE,,,10.11,,9511100,BEACON - RRFB,JSF,,,BEACON,,,,n.a.,YES,,,,,,Mansell Streetscape,BEACON DONE,,0,NONE,NONE,NONE,DONE,,,2017,,,0,,0,0,,,,,POINT (-122.425834817 37.718279389),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,McLaren Park,11,90,90,9,1,19
13478,23183000,19TH AVE,TARAVAL,"VETAG,OPTICOM",,4.7,,9111000,SIGNAL,ECONOLITE,2070-TS2-1,342,36,,,,ALL,,GPS,FIBER,"TSP,FIRE PREEMPT",,,19th AVE PH 1,FULL DONE,08/07,2009,NONE,NONE,DONE,NONE,STATE/CITY,,1946,1(a),,50,X,50,0,56,,,APS_4WIRE_19thAV (8),POINT (-122.475644468 37.743051812),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Sunset/Parkside,7,,,10,7,35
13639,27569000,CALIFORNIA,CHERRY,OPTICOM,JORDAN,2,,9243000,SIGNAL,ECONOLITE,2070-TS2-1,G,14,,,,ALL,YES,GPS,PROXIM,FIRE PREEMPT,,,CT 28/29,FULL DONE,1/02,0,NONE,NONE,DONE,NONE,SALES TAX,,1971,,,0,,0,0,11,,,,POINT (-122.456685173 37.78600003),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Presidio Heights,2,10,10,8,6,31
13086,24431000,GOLDEN GATE,HYDE,,,5,,9395500,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,78,,,,ALL,,GPS,PROXIM,,,,TENDERLOIN,FULL DONE,1/02,0,NONE,NONE,DONE,NONE,SALES TAX,,1955,,,0,,0,0,34,,,,POINT (-122.415505179 37.781654262),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Tenderloin,5,21,21,5,10,36
13605,26061000,BRODERICK,FULTON,,,2.5,,9217500,SIGNAL,MCCAIN,2070-TS2-1,MSF,71,,,,SOME PHASES,,GPS,,,,,,NONE,,0,,,,,,,1975,,,0,,0,0,30,,,,POINT (-122.439844236 37.776644007),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Western Addition,2,97,97,7,11,39
12810,30050000,CLAY,DAVIS,OPTICOM,,3,,9276200,SIGNAL,MCCAIN,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,,SURFACE?,NEW DONE,10/99,2001,,,,,FEDS,,2001,,,0,,0,0,16,,,,POINT (-122.397974749 37.795312942),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,108,108,6,3,8
13422,25676000,19TH ST,GUERRERO,,,8.9,,9114000,SIGNAL,MCCAIN,2070-TS2-1,MSF,22F,,,,ALL,,GPS,,,,,Walk First PCS,FULL DONE,,2018,NONE,NONE,DONE,NONE,,,1979,,,0,,0,0,37,,,APS ENAV 2WIRE WALKFIRST PCS (8),POINT (-122.423641307 37.759967376),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,37,37,3,5,20
13845,26930000,GEARY,PARKER,OPTICOM,,2,,9385000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,15,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,MID GEARY,FULL DONE,10/01,0,NONE,NONE,DONE,NONE,SALES TAX,,1959,,,0,,0,0,32,,,,POINT (-122.454175994 37.781598822),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Lone Mountain/USF,2,11,11,8,4,18
13108,23854000,07TH ST,TOWNSEND,OPTICOM,,6,,9051500,SIGNAL,MCCAIN,2070-TS2-1,MSF,75,,,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,,BRANNAN/TOWNSEND,FULL DONE,1/01,2002,NONE,NONE,DONE,NONE,SALES TAX,,1965,,,0,,0,0,76,,,APS_4WIRE_PH2 (8),POINT (-122.401656681 37.771817126),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission Bay,6,32,32,1,10,4
14129,21362000,BROOKDALE,GENEVA,OPTICOM,,10.11,,9220300,SIGNAL,MCCAIN,2070-TS2-1,MSF,70,,,WIRELESS,ALL,YES,GPS,PROXIM,"TSP,FIRE PREEMPT",,,WALK FIRST NEW SIGNALS,NEW DONE,,2019,DONE,NONE,NONE,NONE,SFMTA PROP-A,,2019,,,0,,0,0,33,,,APS ENAV 2WIRE WF NEW (7),POINT (-122.424550388 37.71010186),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Excelsior,11,58,58,9,1,7
14156,1278800,MADRONE,ULLOA - WB,,,7,,0,RADAR SPEED SIGN,SpeedCheck,,,N/A,,,,N.A.,,,,,,,,,,0,,,,,,,2016,,,0,,0,0,,,,,POINT (-122.467683831 37.741501988),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,West of Twin Peaks,7,46,46,10,8,41
13498,27183000,KEZAR,MARTIN LUTHER KING JR,,,5.7,,9450000,SIGNAL,ECONOLITE,2070-TS2-1,G,65,,,,ALL,,GPS,FIBER,,,,,,,0,NONE,NONE,NONE,NONE,,,1974,,,0,,0,0,72,,,,POINT (-122.458637161 37.7672),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Golden Gate Park,7,9,9,7,11,12
14280,33436000,ALEMANY,BROTHERHOOD,,SAGAMORE,11,,0,PENDING BEACON,,,,,,,,,,,,,,Walk First RRFB,,BEACON PENDING,,0,NONE,NONE,NONE,PENDING,,,0,,,0,,0,0,,,,,POINT (-122.463030029 37.711422541),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Oceanview/Merced/Ingleside,11,65,65,10,8,24
13551,27541000,23RD AVE,GEARY,OPTICOM,,1,,9130000,SIGNAL,EAGLE,2070-TS2-1,MSF,15A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Geary BRT Phase 2 (unfunded),CT 46,FULL FUTURE,,1996,NONE,NONE,FUTURE,NONE,SALES TAX,,1996,,,0,,0,0,31,,,,POINT (-122.482591528 37.780189472),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Richmond,1,8,8,8,4,29
13038,24716000,BUSH,MONTGOMERY,OPTICOM,,3,,9236500,SIGNAL,EAGLE,2070-TS2-1,MSF,78,,,,ALL,,GPS,PROXIM,FIRE PREEMPT,,,,NONE,,0,,,,,SALES TAX,,1949,,,0,,0,0,08,,,,POINT (-122.402380402 37.79096861),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Financial District/South Beach,3,19,19,6,3,8
12915,21743000,MISSION,OCEAN,OPTICOM,,11,,9488000,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,26,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,MISSION IV,,FULL FUTURE,,0,NONE,NONE,FUTURE,NONE,,,1955,,,0,,0,0,54,,,,POINT (-122.435385086 37.723909403),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Outer Mission,11,80,80,9,1,28
13199,26519000,LAGUNA,SUTTER,OPTICOM,,5,,9455500,SIGNAL,MCCAIN,2070-TS2-1,MSF,73,,,,PENDING,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Western Addition Phase 1,,FULL PENDING,,0,NONE,NONE,PENDING,NONE,,,1971,,,0,,0,0,74,,,PENDING,POINT (-122.428335613 37.786712656),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Japantown,5,101,101,4,11,15
12978,23834000,04TH ST,BRYANT,OPTICOM,US I-80 OFF RAMP,6,,9028000,SIGNAL,ECONOLITE,2070-TS2-TYPE-1,2070-MSF-TS2-TYPE-1,02,,2003 CANDIDATE,,ALL,,GPS,"FIBER,PROXIM","TSP,FIRE PREEMPT",,CENTRAL SUBWAY,BRYANT,FULL DONE,06/96,1998,NONE,NONE,DONE,NONE,FEDS,,1968,80(a),,20,X,80,0,07,,,APS iNS 3WIRE CENTRAL SUBWAY (11),POINT (-122.39805994 37.779566911),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,South of Market,6,32,32,1,10,34
13292,25410000,BAY,STOCKTON,OPTICOM,,3,,9195000,SIGNAL,ECONOLITE,2070-TS2-1,G,11A,,,,ALL,,GPS,PROXIM,"TSP,FIRE PREEMPT",,Signal Visibility Upgrades Ph 2,PCS2010 BATCH 1,MOD AFTER FULL FUTURE,,1997,NONE,FUTURE,DONE,NONE,FED/SALES TAX,,1975,,,0,,0,0,03,,,,POINT (-122.410310842 37.806027718),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,North Beach,3,99,99,6,3,23
13918,12553211,DON CHEE,EMBARCADERO,VETAG,,3,,9306200,SIGNAL,ECONOLITE,2070-TS2-1,MSF,09,,,,ALL,YES,GPS,FIBER,TSP,,,MID EMB,NEW DONE,,1999,DONE,NONE,NONE,NONE,FEDS,,2000,,,0,,0,100,22,,,,POINT (-122.393337928 37.794467798),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Financial District/South Beach,3,108,108,6,3,8
14125,25263000,LEAVENWORTH,WASHINGTON,"MECHANICAL,FH BUTTON",,3,,0,SIGNAL,MCCAIN,2070-TS2-1,MSF65-ATC,06,,,,ALL,,GPS,,"CABLE CAR PREEMPTION,FIRE PREEMPT",,,CT 64,NEW DONE,05/20,2020,DONE,NONE,NONE,NONE,SFMTA PROP-A/SALES TAX,,2020,,,0,,0,0,81,,,APS iNAV 2WIRE CT 64 (8),POINT (-122.416291702 37.793892084),04/26/2023 03:25:40 PM,04/26/2023 03:25:40 PM,Nob Hill,3,16,16,6,3,21
13391,24106000,23RD ST,VALENCIA,,,9,,9134000,SIGNAL,MCCAIN,2070-TS2-1,G,22,,,,ALL,,GPS,,,,,VALENCIA,FULL DONE,,1995,NONE,NONE,DONE,NONE,SALES TAX,,1974,,,0,,0,0,79,,,,POINT (-122.420812136 37.753703094),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Mission,9,53,53,3,5,20
13504,27196000,05TH AVE,LINCOLN,,,7,,9033500,SIGNAL,ECONOLITE,2070-TS2-1,G,65,,,,ALL,,GPS,FIBER,,,,,NONE,,0,NONE,NONE,NONE,NONE,,,1974,,,0,,0,0,46,,,,POINT (-122.462162121 37.766109923),04/26/2023 03:24:48 PM,04/26/2023 03:24:48 PM,Inner Sunset,7,109,109,7,11,14
