GEOID,NAME,ttl_jobs,ttl_population
6065044518,"Census Tract 445.18, Riverside County, California",NA,5302
6065044520,"Census Tract 445.20, Riverside County, California",NA,1424
6065044521,"Census Tract 445.21, Riverside County, California",NA,1332
6065044522,"Census Tract 445.22, Riverside County, California",NA,3812
6065044602,"Census Tract 446.02, Riverside County, California",NA,2907
6065044604,"Census Tract 446.04, Riverside County, California",NA,4151
6065044605,"Census Tract 446.05, Riverside County, California",NA,6107
6065044606,"Census Tract 446.06, Riverside County, California",NA,2734
6065044701,"Census Tract 447.01, Riverside County, California",NA,4039
6065044702,"Census Tract 447.02, Riverside County, California",NA,1738
6065044804,"Census Tract 448.04, Riverside County, California",NA,2704
6065044805,"Census Tract 448.05, Riverside County, California",NA,1590
6065044806,"Census Tract 448.06, Riverside County, California",NA,2081
6065044807,"Census Tract 448.07, Riverside County, California",NA,1642
6065044904,"Census Tract 449.04, Riverside County, California",NA,5192
6065044907,"Census Tract 449.07, Riverside County, California",NA,5461
6065044911,"Census Tract 449.11, Riverside County, California",NA,4194
6065044915,"Census Tract 449.15, Riverside County, California",NA,6799
6065044916,"Census Tract 449.16, Riverside County, California",NA,5334
6065044917,"Census Tract 449.17, Riverside County, California",NA,5033
6065044918,"Census Tract 449.18, Riverside County, California",NA,2919
6065044919,"Census Tract 449.19, Riverside County, California",NA,5011
6065044921,"Census Tract 449.21, Riverside County, California",NA,2448
6065044922,"Census Tract 449.22, Riverside County, California",NA,5812
6065044923,"Census Tract 449.23, Riverside County, California",NA,4122
6065044924,"Census Tract 449.24, Riverside County, California",NA,3998
6065044925,"Census Tract 449.25, Riverside County, California",NA,3978
6065044926,"Census Tract 449.26, Riverside County, California",NA,5407
6065044927,"Census Tract 449.27, Riverside County, California",NA,3619
6065044928,"Census Tract 449.28, Riverside County, California",NA,3342
6065044929,"Census Tract 449.29, Riverside County, California",NA,3627
6065044930,"Census Tract 449.30, Riverside County, California",NA,3606
6065044931,"Census Tract 449.31, Riverside County, California",NA,2093
6065044932,"Census Tract 449.32, Riverside County, California",NA,2883
6065045000,"Census Tract 450, Riverside County, California",NA,3314
6065045103,"Census Tract 451.03, Riverside County, California",NA,3557
6065045108,"Census Tract 451.08, Riverside County, California",NA,6767
6065045109,"Census Tract 451.09, Riverside County, California",NA,4137
6065045110,"Census Tract 451.10, Riverside County, California",NA,6290
6065045114,"Census Tract 451.14, Riverside County, California",NA,2153
6065045115,"Census Tract 451.15, Riverside County, California",NA,1890
6065045116,"Census Tract 451.16, Riverside County, California",NA,1479
6065045117,"Census Tract 451.17, Riverside County, California",NA,4053
6065045118,"Census Tract 451.18, Riverside County, California",NA,2636
6065045119,"Census Tract 451.19, Riverside County, California",NA,2772
6065045120,"Census Tract 451.20, Riverside County, California",NA,4788
6065045121,"Census Tract 451.21, Riverside County, California",NA,6454
6065045122,"Census Tract 451.22, Riverside County, California",NA,1514
6065045123,"Census Tract 451.23, Riverside County, California",NA,2428
6065045124,"Census Tract 451.24, Riverside County, California",NA,2157
6065045125,"Census Tract 451.25, Riverside County, California",NA,3159
6065045207,"Census Tract 452.07, Riverside County, California",NA,5449
6065045209,"Census Tract 452.09, Riverside County, California",NA,5946
6065045212,"Census Tract 452.12, Riverside County, California",NA,2601
6065045213,"Census Tract 452.13, Riverside County, California",NA,6526
6065045214,"Census Tract 452.14, Riverside County, California",NA,5112
6065045215,"Census Tract 452.15, Riverside County, California",NA,9761
6065045216,"Census Tract 452.16, Riverside County, California",NA,2407
6065045217,"Census Tract 452.17, Riverside County, California",NA,8275
6065045222,"Census Tract 452.22, Riverside County, California",NA,2686
6065045224,"Census Tract 452.24, Riverside County, California",NA,5878
6065045226,"Census Tract 452.26, Riverside County, California",NA,8410
6065045228,"Census Tract 452.28, Riverside County, California",NA,6517
6065045233,"Census Tract 452.33, Riverside County, California",NA,4367
6065045302,"Census Tract 453.02, Riverside County, California",NA,4027
6065045303,"Census Tract 453.03, Riverside County, California",NA,2639
6065045304,"Census Tract 453.04, Riverside County, California",NA,10800
6065045501,"Census Tract 455.01, Riverside County, California",NA,5936
6065045502,"Census Tract 455.02, Riverside County, California",NA,3788
6065045604,"Census Tract 456.04, Riverside County, California",NA,11044
6065045605,"Census Tract 456.05, Riverside County, California",NA,6734
6065045606,"Census Tract 456.06, Riverside County, California",NA,2648
6065045608,"Census Tract 456.08, Riverside County, California",NA,2686
6065045609,"Census Tract 456.09, Riverside County, California",NA,4318
6065045703,"Census Tract 457.03, Riverside County, California",NA,6332
6065045704,"Census Tract 457.04, Riverside County, California",NA,2723
6065045705,"Census Tract 457.05, Riverside County, California",NA,9353
6065045706,"Census Tract 457.06, Riverside County, California",NA,4821
6065045707,"Census Tract 457.07, Riverside County, California",NA,6493
6065045900,"Census Tract 459, Riverside County, California",NA,1645
6065046101,"Census Tract 461.01, Riverside County, California",NA,3320
6065046102,"Census Tract 461.02, Riverside County, California",NA,1881
6065046103,"Census Tract 461.03, Riverside County, California",NA,3532
6065046200,"Census Tract 462, Riverside County, California",NA,2871
6065046401,"Census Tract 464.01, Riverside County, California",NA,3575
6065046402,"Census Tract 464.02, Riverside County, California",NA,5762
6065046403,"Census Tract 464.03, Riverside County, California",NA,7457
6065046404,"Census Tract 464.04, Riverside County, California",NA,6661
6065046405,"Census Tract 464.05, Riverside County, California",NA,3710
6065046500,"Census Tract 465, Riverside County, California",NA,9412
6065046601,"Census Tract 466.01, Riverside County, California",NA,3385
6065046602,"Census Tract 466.02, Riverside County, California",NA,3963
6065046700,"Census Tract 467, Riverside County, California",NA,4721
6065046800,"Census Tract 468, Riverside County, California",NA,6788
6065046900,"Census Tract 469, Riverside County, California",NA,1631
6065047000,"Census Tract 470, Riverside County, California",NA,1675
6065047201,"Census Tract 472.01, Riverside County, California",NA,1848
6065047202,"Census Tract 472.02, Riverside County, California",NA,1656
6065047900,"Census Tract 479, Riverside County, California",NA,12628
6065048100,"Census Tract 481, Riverside County, California",NA,7365
6065048200,"Census Tract 482, Riverside County, California",NA,4522
6065048300,"Census Tract 483, Riverside County, California",NA,6632
6065048700,"Census Tract 487, Riverside County, California",NA,4872
6065048800,"Census Tract 488, Riverside County, California",NA,4917
6065048901,"Census Tract 489.01, Riverside County, California",NA,4000
6065048902,"Census Tract 489.02, Riverside County, California",NA,7835
6065049000,"Census Tract 490, Riverside County, California",NA,10135
6065049100,"Census Tract 491, Riverside County, California",NA,5339
6065049400,"Census Tract 494, Riverside County, California",NA,3067
6065049500,"Census Tract 495, Riverside County, California",NA,7220
6065049600,"Census Tract 496, Riverside County, California",NA,8220
6065049700,"Census Tract 497, Riverside County, California",NA,9342
6065049800,"Census Tract 498, Riverside County, California",NA,4621
6065050300,"Census Tract 503, Riverside County, California",NA,13390
6065050400,"Census Tract 504, Riverside County, California",NA,10943
6065050500,"Census Tract 505, Riverside County, California",NA,15912
6065050600,"Census Tract 506, Riverside County, California",NA,7748
6065050700,"Census Tract 507, Riverside County, California",NA,12772
6065050900,"Census Tract 509, Riverside County, California",NA,4682
6065051100,"Census Tract 511, Riverside County, California",NA,7242
6065051200,"Census Tract 512, Riverside County, California",NA,5113
6065051300,"Census Tract 513, Riverside County, California",NA,9719
6065051400,"Census Tract 514, Riverside County, California",NA,6755
6065940100,"Census Tract 9401, Riverside County, California",NA,171
6065940400,"Census Tract 9404, Riverside County, California",NA,6818
6065940500,"Census Tract 9405, Riverside County, California",NA,2150
6065940600,"Census Tract 9406, Riverside County, California",NA,3183
6065940700,"Census Tract 9407, Riverside County, California",NA,2798
6065940800,"Census Tract 9408, Riverside County, California",NA,2748
6065940900,"Census Tract 9409, Riverside County, California",NA,2097
6065941000,"Census Tract 9410, Riverside County, California",NA,3832
6065941100,"Census Tract 9411, Riverside County, California",NA,2072
6065941200,"Census Tract 9412, Riverside County, California",NA,2735
6065941300,"Census Tract 9413, Riverside County, California",NA,3366
6065941400,"Census Tract 9414, Riverside County, California",NA,3872
6065941500,"Census Tract 9415, Riverside County, California",NA,5080
6065980004,"Census Tract 9800.04, Riverside County, California",NA,0
6065981000,"Census Tract 9810, Riverside County, California",NA,6196
6067000100,"Census Tract 1, Sacramento County, California",NA,3871
6067000200,"Census Tract 2, Sacramento County, California",NA,3755
6067000300,"Census Tract 3, Sacramento County, California",NA,3418
6067000400,"Census Tract 4, Sacramento County, California",NA,3933
6067000500,"Census Tract 5, Sacramento County, California",NA,3461
6067000600,"Census Tract 6, Sacramento County, California",NA,1123
6067000700,"Census Tract 7, Sacramento County, California",NA,2567
6067000800,"Census Tract 8, Sacramento County, California",NA,1703
6067001101,"Census Tract 11.01, Sacramento County, California",NA,2583
6067001200,"Census Tract 12, Sacramento County, California",NA,3527
6067001300,"Census Tract 13, Sacramento County, California",NA,3231
6067001400,"Census Tract 14, Sacramento County, California",NA,2362
6067001500,"Census Tract 15, Sacramento County, California",NA,4723
6067001600,"Census Tract 16, Sacramento County, California",NA,6023
6067001700,"Census Tract 17, Sacramento County, California",NA,5513
6067001800,"Census Tract 18, Sacramento County, California",NA,5152
6067001900,"Census Tract 19, Sacramento County, California",NA,3123
6067002000,"Census Tract 20, Sacramento County, California",NA,2617
6067002100,"Census Tract 21, Sacramento County, California",NA,2096
6067002200,"Census Tract 22, Sacramento County, California",NA,5103
6067002300,"Census Tract 23, Sacramento County, California",NA,3358
6067002400,"Census Tract 24, Sacramento County, California",NA,4772
6067002500,"Census Tract 25, Sacramento County, California",NA,1613
6067002600,"Census Tract 26, Sacramento County, California",NA,2448
6067002700,"Census Tract 27, Sacramento County, California",NA,3404
6067002800,"Census Tract 28, Sacramento County, California",NA,3814
6067002900,"Census Tract 29, Sacramento County, California",NA,5016
6067003000,"Census Tract 30, Sacramento County, California",NA,7450
6067003101,"Census Tract 31.01, Sacramento County, California",NA,3479
6067003102,"Census Tract 31.02, Sacramento County, California",NA,3158
6067003202,"Census Tract 32.02, Sacramento County, California",NA,5098
6067003203,"Census Tract 32.03, Sacramento County, California",NA,2680
6067003204,"Census Tract 32.04, Sacramento County, California",NA,4965
6067003300,"Census Tract 33, Sacramento County, California",NA,4548
6067003400,"Census Tract 34, Sacramento County, California",NA,3929
6067003501,"Census Tract 35.01, Sacramento County, California",NA,2393
6067003502,"Census Tract 35.02, Sacramento County, California",NA,2638
6067003600,"Census Tract 36, Sacramento County, California",NA,2767
6067003700,"Census Tract 37, Sacramento County, California",NA,4496
6067003800,"Census Tract 38, Sacramento County, California",NA,5674
6067003900,"Census Tract 39, Sacramento County, California",NA,3267
6067004001,"Census Tract 40.01, Sacramento County, California",NA,5832
6067004004,"Census Tract 40.04, Sacramento County, California",NA,5986
6067004005,"Census Tract 40.05, Sacramento County, California",NA,4367
6067004006,"Census Tract 40.06, Sacramento County, California",NA,5346
6067004008,"Census Tract 40.08, Sacramento County, California",NA,3666
6067004009,"Census Tract 40.09, Sacramento County, California",NA,4991
6067004010,"Census Tract 40.10, Sacramento County, California",NA,5981
6067004011,"Census Tract 40.11, Sacramento County, California",NA,3111
6067004012,"Census Tract 40.12, Sacramento County, California",NA,3655
6067004100,"Census Tract 41, Sacramento County, California",NA,5107
6067004201,"Census Tract 42.01, Sacramento County, California",NA,5707
6067004202,"Census Tract 42.02, Sacramento County, California",NA,6353
6067004203,"Census Tract 42.03, Sacramento County, California",NA,5583
6067004300,"Census Tract 43, Sacramento County, California",NA,9867
6067004401,"Census Tract 44.01, Sacramento County, California",NA,3788
6067004402,"Census Tract 44.02, Sacramento County, California",NA,4295
6067004501,"Census Tract 45.01, Sacramento County, California",NA,3463
6067004502,"Census Tract 45.02, Sacramento County, California",NA,5407
6067004601,"Census Tract 46.01, Sacramento County, California",NA,8155
6067004602,"Census Tract 46.02, Sacramento County, California",NA,5725
6067004701,"Census Tract 47.01, Sacramento County, California",NA,3318
6067004702,"Census Tract 47.02, Sacramento County, California",NA,4946
6067004801,"Census Tract 48.01, Sacramento County, California",NA,5931
6067004802,"Census Tract 48.02, Sacramento County, California",NA,5177
6067004903,"Census Tract 49.03, Sacramento County, California",NA,7493
6067004904,"Census Tract 49.04, Sacramento County, California",NA,5824
6067004905,"Census Tract 49.05, Sacramento County, California",NA,7492
6067004906,"Census Tract 49.06, Sacramento County, California",NA,3290
6067005001,"Census Tract 50.01, Sacramento County, California",NA,8176
6067005002,"Census Tract 50.02, Sacramento County, California",NA,7108
6067005101,"Census Tract 51.01, Sacramento County, California",NA,3787
6067005102,"Census Tract 51.02, Sacramento County, California",NA,4654
6067005201,"Census Tract 52.01, Sacramento County, California",NA,3707
6067005202,"Census Tract 52.02, Sacramento County, California",NA,3831
6067005204,"Census Tract 52.04, Sacramento County, California",NA,4476
6067005205,"Census Tract 52.05, Sacramento County, California",NA,2400
6067005301,"Census Tract 53.01, Sacramento County, California",NA,1598
6067005402,"Census Tract 54.02, Sacramento County, California",NA,2729
6067005403,"Census Tract 54.03, Sacramento County, California",NA,2518
6067005404,"Census Tract 54.04, Sacramento County, California",NA,5440
6067005502,"Census Tract 55.02, Sacramento County, California",NA,5779
6067005505,"Census Tract 55.05, Sacramento County, California",NA,5997
6067005506,"Census Tract 55.06, Sacramento County, California",NA,3843
6067005508,"Census Tract 55.08, Sacramento County, California",NA,3338
6067005509,"Census Tract 55.09, Sacramento County, California",NA,2122
6067005510,"Census Tract 55.10, Sacramento County, California",NA,5522
6067005601,"Census Tract 56.01, Sacramento County, California",NA,5969
6067005605,"Census Tract 56.05, Sacramento County, California",NA,3890
6067005606,"Census Tract 56.06, Sacramento County, California",NA,4405
6067005701,"Census Tract 57.01, Sacramento County, California",NA,3143
6067005702,"Census Tract 57.02, Sacramento County, California",NA,4864
6067005801,"Census Tract 58.01, Sacramento County, California",NA,5304
6067005803,"Census Tract 58.03, Sacramento County, California",NA,3606
6067005804,"Census Tract 58.04, Sacramento County, California",NA,2425
6067005901,"Census Tract 59.01, Sacramento County, California",NA,6428
6067005903,"Census Tract 59.03, Sacramento County, California",NA,2837
6067005904,"Census Tract 59.04, Sacramento County, California",NA,4884
6067006002,"Census Tract 60.02, Sacramento County, California",NA,4566
6067006003,"Census Tract 60.03, Sacramento County, California",NA,4960
6067006004,"Census Tract 60.04, Sacramento County, California",NA,2438
6067006101,"Census Tract 61.01, Sacramento County, California",NA,4886
6067006102,"Census Tract 61.02, Sacramento County, California",NA,3367
6067006201,"Census Tract 62.01, Sacramento County, California",NA,7359
6067006202,"Census Tract 62.02, Sacramento County, California",NA,3644
6067006300,"Census Tract 63, Sacramento County, California",NA,5161
6067006400,"Census Tract 64, Sacramento County, California",NA,5521
6067006500,"Census Tract 65, Sacramento County, California",NA,7004
6067006600,"Census Tract 66, Sacramento County, California",NA,7385
6067006701,"Census Tract 67.01, Sacramento County, California",NA,9349
6067006702,"Census Tract 67.02, Sacramento County, California",NA,7927
6067006800,"Census Tract 68, Sacramento County, California",NA,7168
6067006900,"Census Tract 69, Sacramento County, California",NA,4858
6067007001,"Census Tract 70.01, Sacramento County, California",NA,4205
6067007004,"Census Tract 70.04, Sacramento County, California",NA,7953
6067007007,"Census Tract 70.07, Sacramento County, California",NA,5756
6067007010,"Census Tract 70.10, Sacramento County, California",NA,3878
6067007011,"Census Tract 70.11, Sacramento County, California",NA,6865
6067007012,"Census Tract 70.12, Sacramento County, California",NA,3452
6067007013,"Census Tract 70.13, Sacramento County, California",NA,3149
6067007014,"Census Tract 70.14, Sacramento County, California",NA,7336
6067007015,"Census Tract 70.15, Sacramento County, California",NA,6158
6067007016,"Census Tract 70.16, Sacramento County, California",NA,6040
6067007017,"Census Tract 70.17, Sacramento County, California",NA,3309
6067007018,"Census Tract 70.18, Sacramento County, California",NA,6096
6067007019,"Census Tract 70.19, Sacramento County, California",NA,1461
6067007020,"Census Tract 70.20, Sacramento County, California",NA,4336
6067007101,"Census Tract 71.01, Sacramento County, California",NA,312
6067007102,"Census Tract 71.02, Sacramento County, California",NA,8662
6067007103,"Census Tract 71.03, Sacramento County, California",NA,3869
6067007104,"Census Tract 71.04, Sacramento County, California",NA,8397
6067007105,"Census Tract 71.05, Sacramento County, California",NA,7100
6067007106,"Census Tract 71.06, Sacramento County, California",NA,8420
6067007107,"Census Tract 71.07, Sacramento County, California",NA,3808
6067007202,"Census Tract 72.02, Sacramento County, California",NA,4630
6067007204,"Census Tract 72.04, Sacramento County, California",NA,4917
6067007206,"Census Tract 72.06, Sacramento County, California",NA,4274
6067007207,"Census Tract 72.07, Sacramento County, California",NA,4835
6067007208,"Census Tract 72.08, Sacramento County, California",NA,4608
6067007209,"Census Tract 72.09, Sacramento County, California",NA,3618
6067007301,"Census Tract 73.01, Sacramento County, California",NA,5067
6067007402,"Census Tract 74.02, Sacramento County, California",NA,6213
6067007403,"Census Tract 74.03, Sacramento County, California",NA,5422
6067007406,"Census Tract 74.06, Sacramento County, California",NA,8862
6067007413,"Census Tract 74.13, Sacramento County, California",NA,7438
6067007414,"Census Tract 74.14, Sacramento County, California",NA,4786
6067007415,"Census Tract 74.15, Sacramento County, California",NA,3529
6067007416,"Census Tract 74.16, Sacramento County, California",NA,4223
6067007417,"Census Tract 74.17, Sacramento County, California",NA,3285
6067007421,"Census Tract 74.21, Sacramento County, California",NA,9610
6067007422,"Census Tract 74.22, Sacramento County, California",NA,2709
6067007423,"Census Tract 74.23, Sacramento County, California",NA,5710
6067007424,"Census Tract 74.24, Sacramento County, California",NA,3852
6067007426,"Census Tract 74.26, Sacramento County, California",NA,2402
6067007427,"Census Tract 74.27, Sacramento County, California",NA,6738
6067007428,"Census Tract 74.28, Sacramento County, California",NA,3515
6067007429,"Census Tract 74.29, Sacramento County, California",NA,5232
6067007430,"Census Tract 74.30, Sacramento County, California",NA,8936
6067007431,"Census Tract 74.31, Sacramento County, California",NA,3424
6067007432,"Census Tract 74.32, Sacramento County, California",NA,5118
6067007433,"Census Tract 74.33, Sacramento County, California",NA,8155
6067007501,"Census Tract 75.01, Sacramento County, California",NA,6866
6067007503,"Census Tract 75.03, Sacramento County, California",NA,5549
6067007504,"Census Tract 75.04, Sacramento County, California",NA,2081
6067007601,"Census Tract 76.01, Sacramento County, California",NA,6501
6067007602,"Census Tract 76.02, Sacramento County, California",NA,4661
6067007701,"Census Tract 77.01, Sacramento County, California",NA,7016
6067007702,"Census Tract 77.02, Sacramento County, California",NA,4461
6067007801,"Census Tract 78.01, Sacramento County, California",NA,5634
6067007802,"Census Tract 78.02, Sacramento County, California",NA,4299
6067007903,"Census Tract 79.03, Sacramento County, California",NA,4730
6067007904,"Census Tract 79.04, Sacramento County, California",NA,5585
6067007905,"Census Tract 79.05, Sacramento County, California",NA,4160
6067007906,"Census Tract 79.06, Sacramento County, California",NA,3814
6067008005,"Census Tract 80.05, Sacramento County, California",NA,4542
6067008006,"Census Tract 80.06, Sacramento County, California",NA,5535
6067008007,"Census Tract 80.07, Sacramento County, California",NA,3290
6067008008,"Census Tract 80.08, Sacramento County, California",NA,4832
6067008009,"Census Tract 80.09, Sacramento County, California",NA,4511
6067008010,"Census Tract 80.10, Sacramento County, California",NA,4721
6067008111,"Census Tract 81.11, Sacramento County, California",NA,6321
6067008113,"Census Tract 81.13, Sacramento County, California",NA,3657
6067008117,"Census Tract 81.17, Sacramento County, California",NA,2429
6067008119,"Census Tract 81.19, Sacramento County, California",NA,6326
6067008120,"Census Tract 81.20, Sacramento County, California",NA,4946
6067008122,"Census Tract 81.22, Sacramento County, California",NA,3591
6067008124,"Census Tract 81.24, Sacramento County, California",NA,4806
6067008125,"Census Tract 81.25, Sacramento County, California",NA,5104
6067008127,"Census Tract 81.27, Sacramento County, California",NA,5091
6067008128,"Census Tract 81.28, Sacramento County, California",NA,2493
6067008129,"Census Tract 81.29, Sacramento County, California",NA,3030
6067008130,"Census Tract 81.30, Sacramento County, California",NA,3730
6067008131,"Census Tract 81.31, Sacramento County, California",NA,5302
6067008132,"Census Tract 81.32, Sacramento County, California",NA,3990
6067008133,"Census Tract 81.33, Sacramento County, California",NA,2874
6067008134,"Census Tract 81.34, Sacramento County, California",NA,5252
6067008135,"Census Tract 81.35, Sacramento County, California",NA,4416
6067008136,"Census Tract 81.36, Sacramento County, California",NA,2332
6067008137,"Census Tract 81.37, Sacramento County, California",NA,2420
6067008138,"Census Tract 81.38, Sacramento County, California",NA,3843
6067008139,"Census Tract 81.39, Sacramento County, California",NA,3720
6067008140,"Census Tract 81.40, Sacramento County, California",NA,3059
6067008141,"Census Tract 81.41, Sacramento County, California",NA,7038
6067008142,"Census Tract 81.42, Sacramento County, California",NA,3731
6067008143,"Census Tract 81.43, Sacramento County, California",NA,4142
6067008144,"Census Tract 81.44, Sacramento County, California",NA,2847
6067008145,"Census Tract 81.45, Sacramento County, California",NA,7348
6067008203,"Census Tract 82.03, Sacramento County, California",NA,4478
6067008204,"Census Tract 82.04, Sacramento County, California",NA,4775
6067008206,"Census Tract 82.06, Sacramento County, California",NA,6226
6067008207,"Census Tract 82.07, Sacramento County, California",NA,4178
6067008208,"Census Tract 82.08, Sacramento County, California",NA,4951
6067008209,"Census Tract 82.09, Sacramento County, California",NA,4658
6067008210,"Census Tract 82.10, Sacramento County, California",NA,5894
6067008211,"Census Tract 82.11, Sacramento County, California",NA,2799
6067008402,"Census Tract 84.02, Sacramento County, California",NA,5724
6067008403,"Census Tract 84.03, Sacramento County, California",NA,6561
6067008404,"Census Tract 84.04, Sacramento County, California",NA,3623
6067008501,"Census Tract 85.01, Sacramento County, California",NA,7012
6067008504,"Census Tract 85.04, Sacramento County, California",NA,5137
6067008505,"Census Tract 85.05, Sacramento County, California",NA,2248
6067008506,"Census Tract 85.06, Sacramento County, California",NA,2743
6067008507,"Census Tract 85.07, Sacramento County, California",NA,4007
6067008508,"Census Tract 85.08, Sacramento County, California",NA,7614
6067008509,"Census Tract 85.09, Sacramento County, California",NA,4960
6067008510,"Census Tract 85.10, Sacramento County, California",NA,4946
6067008512,"Census Tract 85.12, Sacramento County, California",NA,4552
6067008513,"Census Tract 85.13, Sacramento County, California",NA,3620
6067008600,"Census Tract 86, Sacramento County, California",NA,6999
6067008702,"Census Tract 87.02, Sacramento County, California",NA,2713
6067008703,"Census Tract 87.03, Sacramento County, California",NA,4984
6067008704,"Census Tract 87.04, Sacramento County, California",NA,3781
6067008705,"Census Tract 87.05, Sacramento County, California",NA,8532
6067008801,"Census Tract 88.01, Sacramento County, California",NA,4156
6067008905,"Census Tract 89.05, Sacramento County, California",NA,4761
6067008907,"Census Tract 89.07, Sacramento County, California",NA,5458
6067008908,"Census Tract 89.08, Sacramento County, California",NA,4858
6067008909,"Census Tract 89.09, Sacramento County, California",NA,2467
6067008910,"Census Tract 89.10, Sacramento County, California",NA,3861
6067008911,"Census Tract 89.11, Sacramento County, California",NA,2648
6067008912,"Census Tract 89.12, Sacramento County, California",NA,3086
6067008913,"Census Tract 89.13, Sacramento County, California",NA,4059
6067009004,"Census Tract 90.04, Sacramento County, California",NA,3868
6067009005,"Census Tract 90.05, Sacramento County, California",NA,3224
6067009006,"Census Tract 90.06, Sacramento County, California",NA,5519
6067009007,"Census Tract 90.07, Sacramento County, California",NA,2579
6067009008,"Census Tract 90.08, Sacramento County, California",NA,5227
6067009010,"Census Tract 90.10, Sacramento County, California",NA,5408
6067009011,"Census Tract 90.11, Sacramento County, California",NA,4610
6067009103,"Census Tract 91.03, Sacramento County, California",NA,3210
6067009105,"Census Tract 91.05, Sacramento County, California",NA,2629
6067009106,"Census Tract 91.06, Sacramento County, California",NA,4178
6067009107,"Census Tract 91.07, Sacramento County, California",NA,3419
6067009108,"Census Tract 91.08, Sacramento County, California",NA,3937
6067009109,"Census Tract 91.09, Sacramento County, California",NA,5006
6067009110,"Census Tract 91.10, Sacramento County, California",NA,2029
6067009111,"Census Tract 91.11, Sacramento County, California",NA,5416
6067009112,"Census Tract 91.12, Sacramento County, California",NA,4004
6067009201,"Census Tract 92.01, Sacramento County, California",NA,5151
6067009307,"Census Tract 93.07, Sacramento County, California",NA,5687
6067009308,"Census Tract 93.08, Sacramento County, California",NA,6202
6067009309,"Census Tract 93.09, Sacramento County, California",NA,2340
6067009310,"Census Tract 93.10, Sacramento County, California",NA,7506
6067009311,"Census Tract 93.11, Sacramento County, California",NA,6539
6067009312,"Census Tract 93.12, Sacramento County, California",NA,6629
6067009314,"Census Tract 93.14, Sacramento County, California",NA,5943
6067009316,"Census Tract 93.16, Sacramento County, California",NA,4636
6067009317,"Census Tract 93.17, Sacramento County, California",NA,6300
6067009318,"Census Tract 93.18, Sacramento County, California",NA,2480
6067009319,"Census Tract 93.19, Sacramento County, California",NA,4276
6067009320,"Census Tract 93.20, Sacramento County, California",NA,4437
6067009321,"Census Tract 93.21, Sacramento County, California",NA,5648
6067009322,"Census Tract 93.22, Sacramento County, California",NA,13952
6067009323,"Census Tract 93.23, Sacramento County, California",NA,6130
6067009324,"Census Tract 93.24, Sacramento County, California",NA,2996
6067009325,"Census Tract 93.25, Sacramento County, California",NA,802
6067009326,"Census Tract 93.26, Sacramento County, California",NA,5041
6067009328,"Census Tract 93.28, Sacramento County, California",NA,5851
6067009329,"Census Tract 93.29, Sacramento County, California",NA,2327
6067009330,"Census Tract 93.30, Sacramento County, California",NA,4040
6067009331,"Census Tract 93.31, Sacramento County, California",NA,7545
6067009332,"Census Tract 93.32, Sacramento County, California",NA,1339
6067009403,"Census Tract 94.03, Sacramento County, California",NA,2010
6067009404,"Census Tract 94.04, Sacramento County, California",NA,5953
6067009406,"Census Tract 94.06, Sacramento County, California",NA,2300
6067009407,"Census Tract 94.07, Sacramento County, California",NA,10900
6067009408,"Census Tract 94.08, Sacramento County, California",NA,2017
6067009501,"Census Tract 95.01, Sacramento County, California",NA,2829
6067009502,"Census Tract 95.02, Sacramento County, California",NA,7971
6067009503,"Census Tract 95.03, Sacramento County, California",NA,3123
6067009504,"Census Tract 95.04, Sacramento County, California",NA,2564
6067009601,"Census Tract 96.01, Sacramento County, California",NA,6772
6067009606,"Census Tract 96.06, Sacramento County, California",NA,7488
6067009608,"Census Tract 96.08, Sacramento County, California",NA,9519
6067009609,"Census Tract 96.09, Sacramento County, California",NA,5517
6067009610,"Census Tract 96.10, Sacramento County, California",NA,7007
6067009611,"Census Tract 96.11, Sacramento County, California",NA,3525
6067009612,"Census Tract 96.12, Sacramento County, California",NA,5361
6067009614,"Census Tract 96.14, Sacramento County, California",NA,7010
6067009615,"Census Tract 96.15, Sacramento County, California",NA,8108
6067009616,"Census Tract 96.16, Sacramento County, California",NA,6100
6067009617,"Census Tract 96.17, Sacramento County, California",NA,3668
6067009618,"Census Tract 96.18, Sacramento County, California",NA,5274
6067009619,"Census Tract 96.19, Sacramento County, California",NA,7863
6067009622,"Census Tract 96.22, Sacramento County, California",NA,7991
6067009630,"Census Tract 96.30, Sacramento County, California",NA,10015
6067009632,"Census Tract 96.32, Sacramento County, California",NA,7457
6067009633,"Census Tract 96.33, Sacramento County, California",NA,3579
6067009634,"Census Tract 96.34, Sacramento County, California",NA,5062
6067009635,"Census Tract 96.35, Sacramento County, California",NA,6558
6067009636,"Census Tract 96.36, Sacramento County, California",NA,7741
6067009637,"Census Tract 96.37, Sacramento County, California",NA,6704
6067009638,"Census Tract 96.38, Sacramento County, California",NA,12225
6067009639,"Census Tract 96.39, Sacramento County, California",NA,3892
6067009800,"Census Tract 98, Sacramento County, California",NA,1514
6067009900,"Census Tract 99, Sacramento County, California",NA,3571
6067988300,"Census Tract 9883, Sacramento County, California",NA,4860
6069000100,"Census Tract 1, San Benito County, California",NA,4600
6069000200,"Census Tract 2, San Benito County, California",NA,6263
6069000300,"Census Tract 3, San Benito County, California",NA,4588
6069000400,"Census Tract 4, San Benito County, California",NA,6348
6069000501,"Census Tract 5.01, San Benito County, California",NA,6207
6069000502,"Census Tract 5.02, San Benito County, California",NA,6930
