GEOID,NAME,ttl_jobs,ttl_population
6037241120,"Census Tract 2411.20, Los Angeles County, California",NA,5146
6037241201,"Census Tract 2412.01, Los Angeles County, California",NA,3015
6037241202,"Census Tract 2412.02, Los Angeles County, California",NA,5776
6037241300,"Census Tract 2413, Los Angeles County, California",NA,2480
6037241400,"Census Tract 2414, Los Angeles County, California",NA,3785
6037242000,"Census Tract 2420, Los Angeles County, California",NA,4189
6037242100,"Census Tract 2421, Los Angeles County, California",NA,2852
6037242200,"Census Tract 2422, Los Angeles County, California",NA,6402
6037242300,"Census Tract 2423, Los Angeles County, California",NA,4952
6037242600,"Census Tract 2426, Los Angeles County, California",NA,4756
6037242700,"Census Tract 2427, Los Angeles County, California",NA,6035
6037243000,"Census Tract 2430, Los Angeles County, California",NA,6829
6037243100,"Census Tract 2431, Los Angeles County, California",NA,6772
6037261101,"Census Tract 2611.01, Los Angeles County, California",NA,3389
6037261102,"Census Tract 2611.02, Los Angeles County, California",NA,3520
6037261200,"Census Tract 2612, Los Angeles County, California",NA,4182
6037262100,"Census Tract 2621, Los Angeles County, California",NA,2678
6037262200,"Census Tract 2622, Los Angeles County, California",NA,4405
6037262301,"Census Tract 2623.01, Los Angeles County, California",NA,2748
6037262302,"Census Tract 2623.02, Los Angeles County, California",NA,2845
6037262303,"Census Tract 2623.03, Los Angeles County, California",NA,3038
6037262400,"Census Tract 2624, Los Angeles County, California",NA,3059
6037262501,"Census Tract 2625.01, Los Angeles County, California",NA,3785
6037262601,"Census Tract 2626.01, Los Angeles County, California",NA,3539
6037262604,"Census Tract 2626.04, Los Angeles County, California",NA,5523
6037262704,"Census Tract 2627.04, Los Angeles County, California",NA,3561
6037262706,"Census Tract 2627.06, Los Angeles County, California",NA,3571
6037262802,"Census Tract 2628.02, Los Angeles County, California",NA,3424
6037264000,"Census Tract 2640, Los Angeles County, California",NA,3069
6037264102,"Census Tract 2641.02, Los Angeles County, California",NA,2998
6037264103,"Census Tract 2641.03, Los Angeles County, California",NA,2658
6037264301,"Census Tract 2643.01, Los Angeles County, California",NA,5552
6037264302,"Census Tract 2643.02, Los Angeles County, California",NA,5882
6037265100,"Census Tract 2651, Los Angeles County, California",NA,2454
6037265201,"Census Tract 2652.01, Los Angeles County, California",NA,2567
6037265202,"Census Tract 2652.02, Los Angeles County, California",NA,3981
6037265301,"Census Tract 2653.01, Los Angeles County, California",NA,11977
6037265303,"Census Tract 2653.03, Los Angeles County, California",NA,5156
6037265304,"Census Tract 2653.04, Los Angeles County, California",NA,2878
6037265305,"Census Tract 2653.05, Los Angeles County, California",NA,3990
6037265410,"Census Tract 2654.10, Los Angeles County, California",NA,1495
6037265420,"Census Tract 2654.20, Los Angeles County, California",NA,1838
6037265510,"Census Tract 2655.10, Los Angeles County, California",NA,4663
6037265520,"Census Tract 2655.20, Los Angeles County, California",NA,5059
6037265601,"Census Tract 2656.01, Los Angeles County, California",NA,3615
6037265602,"Census Tract 2656.02, Los Angeles County, California",NA,3044
6037265700,"Census Tract 2657, Los Angeles County, California",NA,4636
6037267100,"Census Tract 2671, Los Angeles County, California",NA,6649
6037267200,"Census Tract 2672, Los Angeles County, California",NA,7004
6037267300,"Census Tract 2673, Los Angeles County, California",NA,4235
6037267402,"Census Tract 2674.02, Los Angeles County, California",NA,4872
6037267403,"Census Tract 2674.03, Los Angeles County, California",NA,3000
6037267404,"Census Tract 2674.04, Los Angeles County, California",NA,3475
6037267501,"Census Tract 2675.01, Los Angeles County, California",NA,5993
6037267502,"Census Tract 2675.02, Los Angeles County, California",NA,3632
6037267600,"Census Tract 2676, Los Angeles County, California",NA,2916
6037267700,"Census Tract 2677, Los Angeles County, California",NA,3276
6037267800,"Census Tract 2678, Los Angeles County, California",NA,2666
6037267901,"Census Tract 2679.01, Los Angeles County, California",NA,2428
6037267902,"Census Tract 2679.02, Los Angeles County, California",NA,3365
6037269000,"Census Tract 2690, Los Angeles County, California",NA,4813
6037269100,"Census Tract 2691, Los Angeles County, California",NA,4274
6037269300,"Census Tract 2693, Los Angeles County, California",NA,3840
6037269500,"Census Tract 2695, Los Angeles County, California",NA,3797
6037269601,"Census Tract 2696.01, Los Angeles County, California",NA,3393
6037269602,"Census Tract 2696.02, Los Angeles County, California",NA,2865
6037269700,"Census Tract 2697, Los Angeles County, California",NA,3546
6037269800,"Census Tract 2698, Los Angeles County, California",NA,3046
6037269903,"Census Tract 2699.03, Los Angeles County, California",NA,3421
6037269904,"Census Tract 2699.04, Los Angeles County, California",NA,3927
6037269905,"Census Tract 2699.05, Los Angeles County, California",NA,2459
6037269906,"Census Tract 2699.06, Los Angeles County, California",NA,3158
6037269907,"Census Tract 2699.07, Los Angeles County, California",NA,2692
6037270100,"Census Tract 2701, Los Angeles County, California",NA,4202
6037270200,"Census Tract 2702, Los Angeles County, California",NA,3226
6037270300,"Census Tract 2703, Los Angeles County, California",NA,2542
6037271100,"Census Tract 2711, Los Angeles County, California",NA,2445
6037271200,"Census Tract 2712, Los Angeles County, California",NA,2770
6037271300,"Census Tract 2713, Los Angeles County, California",NA,4395
6037271400,"Census Tract 2714, Los Angeles County, California",NA,3743
6037271500,"Census Tract 2715, Los Angeles County, California",NA,3187
6037271600,"Census Tract 2716, Los Angeles County, California",NA,4811
6037271701,"Census Tract 2717.01, Los Angeles County, California",NA,5694
6037271702,"Census Tract 2717.02, Los Angeles County, California",NA,3918
6037271801,"Census Tract 2718.01, Los Angeles County, California",NA,3071
6037271802,"Census Tract 2718.02, Los Angeles County, California",NA,5644
6037271901,"Census Tract 2719.01, Los Angeles County, California",NA,3245
6037271902,"Census Tract 2719.02, Los Angeles County, California",NA,4207
6037272100,"Census Tract 2721, Los Angeles County, California",NA,4578
6037272201,"Census Tract 2722.01, Los Angeles County, California",NA,2390
6037272202,"Census Tract 2722.02, Los Angeles County, California",NA,3359
6037272301,"Census Tract 2723.01, Los Angeles County, California",NA,3045
6037272302,"Census Tract 2723.02, Los Angeles County, California",NA,4457
6037273100,"Census Tract 2731, Los Angeles County, California",NA,2742
6037273200,"Census Tract 2732, Los Angeles County, California",NA,3229
6037273300,"Census Tract 2733, Los Angeles County, California",NA,2915
6037273402,"Census Tract 2734.02, Los Angeles County, California",NA,2641
6037273502,"Census Tract 2735.02, Los Angeles County, California",NA,2861
6037273600,"Census Tract 2736, Los Angeles County, California",NA,2375
6037273700,"Census Tract 2737, Los Angeles County, California",NA,2895
6037273800,"Census Tract 2738, Los Angeles County, California",NA,2872
6037273902,"Census Tract 2739.02, Los Angeles County, California",NA,4221
6037274100,"Census Tract 2741, Los Angeles County, California",NA,4838
6037274202,"Census Tract 2742.02, Los Angeles County, California",NA,4284
6037275101,"Census Tract 2751.01, Los Angeles County, California",NA,1161
6037275102,"Census Tract 2751.02, Los Angeles County, California",NA,4338
6037275200,"Census Tract 2752, Los Angeles County, California",NA,3751
6037275302,"Census Tract 2753.02, Los Angeles County, California",NA,5059
6037275311,"Census Tract 2753.11, Los Angeles County, California",NA,5462
6037275400,"Census Tract 2754, Los Angeles County, California",NA,4069
6037275500,"Census Tract 2755, Los Angeles County, California",NA,5449
6037275602,"Census Tract 2756.02, Los Angeles County, California",NA,12100
6037275603,"Census Tract 2756.03, Los Angeles County, California",NA,2537
6037276000,"Census Tract 2760, Los Angeles County, California",NA,5657
6037276100,"Census Tract 2761, Los Angeles County, California",NA,5739
6037276400,"Census Tract 2764, Los Angeles County, California",NA,4071
6037276500,"Census Tract 2765, Los Angeles County, California",NA,5674
6037276601,"Census Tract 2766.01, Los Angeles County, California",NA,4115
6037276603,"Census Tract 2766.03, Los Angeles County, California",NA,5489
6037276604,"Census Tract 2766.04, Los Angeles County, California",NA,4624
6037277000,"Census Tract 2770, Los Angeles County, California",NA,5566
6037277100,"Census Tract 2771, Los Angeles County, California",NA,3100
6037277200,"Census Tract 2772, Los Angeles County, California",NA,2196
6037277400,"Census Tract 2774, Los Angeles County, California",NA,909
6037278001,"Census Tract 2780.01, Los Angeles County, California",NA,2508
6037278102,"Census Tract 2781.02, Los Angeles County, California",NA,3088
6037291110,"Census Tract 2911.10, Los Angeles County, California",NA,4391
6037291120,"Census Tract 2911.20, Los Angeles County, California",NA,2407
6037291130,"Census Tract 2911.30, Los Angeles County, California",NA,3626
6037291210,"Census Tract 2912.10, Los Angeles County, California",NA,5768
6037291220,"Census Tract 2912.20, Los Angeles County, California",NA,3640
6037291300,"Census Tract 2913, Los Angeles County, California",NA,3037
6037292000,"Census Tract 2920, Los Angeles County, California",NA,6567
6037293201,"Census Tract 2932.01, Los Angeles County, California",NA,6289
6037293202,"Census Tract 2932.02, Los Angeles County, California",NA,6740
6037293301,"Census Tract 2933.01, Los Angeles County, California",NA,3108
6037293302,"Census Tract 2933.02, Los Angeles County, California",NA,5082
6037293304,"Census Tract 2933.04, Los Angeles County, California",NA,4832
6037293306,"Census Tract 2933.06, Los Angeles County, California",NA,2436
6037293307,"Census Tract 2933.07, Los Angeles County, California",NA,2284
6037294110,"Census Tract 2941.10, Los Angeles County, California",NA,4129
6037294120,"Census Tract 2941.20, Los Angeles County, California",NA,2687
6037294200,"Census Tract 2942, Los Angeles County, California",NA,4874
6037294301,"Census Tract 2943.01, Los Angeles County, California",NA,2471
6037294302,"Census Tract 2943.02, Los Angeles County, California",NA,4382
6037294410,"Census Tract 2944.10, Los Angeles County, California",NA,5079
6037294421,"Census Tract 2944.21, Los Angeles County, California",NA,2891
6037294510,"Census Tract 2945.10, Los Angeles County, California",NA,5082
6037294520,"Census Tract 2945.20, Los Angeles County, California",NA,3710
6037294610,"Census Tract 2946.10, Los Angeles County, California",NA,4334
6037294620,"Census Tract 2946.20, Los Angeles County, California",NA,4683
6037294701,"Census Tract 2947.01, Los Angeles County, California",NA,3099
6037294810,"Census Tract 2948.10, Los Angeles County, California",NA,4278
6037294820,"Census Tract 2948.20, Los Angeles County, California",NA,3473
6037294830,"Census Tract 2948.30, Los Angeles County, California",NA,4134
6037294900,"Census Tract 2949, Los Angeles County, California",NA,3853
6037295103,"Census Tract 2951.03, Los Angeles County, California",NA,5188
6037296210,"Census Tract 2962.10, Los Angeles County, California",NA,3132
6037296220,"Census Tract 2962.20, Los Angeles County, California",NA,4447
6037296300,"Census Tract 2963, Los Angeles County, California",NA,5027
6037296401,"Census Tract 2964.01, Los Angeles County, California",NA,3229
6037296402,"Census Tract 2964.02, Los Angeles County, California",NA,3312
6037296500,"Census Tract 2965, Los Angeles County, California",NA,3447
6037296600,"Census Tract 2966, Los Angeles County, California",NA,5358
6037296901,"Census Tract 2969.01, Los Angeles County, California",NA,4466
6037296902,"Census Tract 2969.02, Los Angeles County, California",NA,4219
6037297000,"Census Tract 2970, Los Angeles County, California",NA,5597
6037297110,"Census Tract 2971.10, Los Angeles County, California",NA,4649
6037297120,"Census Tract 2971.20, Los Angeles County, California",NA,3053
6037297201,"Census Tract 2972.01, Los Angeles County, California",NA,4505
6037297202,"Census Tract 2972.02, Los Angeles County, California",NA,3786
6037297300,"Census Tract 2973, Los Angeles County, California",NA,2193
6037297400,"Census Tract 2974, Los Angeles County, California",NA,3356
6037297500,"Census Tract 2975, Los Angeles County, California",NA,4707
6037297601,"Census Tract 2976.01, Los Angeles County, California",NA,2816
6037297602,"Census Tract 2976.02, Los Angeles County, California",NA,3687
6037300100,"Census Tract 3001, Los Angeles County, California",NA,6014
6037300200,"Census Tract 3002, Los Angeles County, California",NA,5352
6037300301,"Census Tract 3003.01, Los Angeles County, California",NA,6024
6037300400,"Census Tract 3004, Los Angeles County, California",NA,5986
6037300501,"Census Tract 3005.01, Los Angeles County, California",NA,3264
6037300502,"Census Tract 3005.02, Los Angeles County, California",NA,5874
6037300600,"Census Tract 3006, Los Angeles County, California",NA,9609
6037300701,"Census Tract 3007.01, Los Angeles County, California",NA,5835
6037300702,"Census Tract 3007.02, Los Angeles County, California",NA,5430
6037300800,"Census Tract 3008, Los Angeles County, California",NA,7280
6037300901,"Census Tract 3009.01, Los Angeles County, California",NA,6540
6037300902,"Census Tract 3009.02, Los Angeles County, California",NA,1981
6037301000,"Census Tract 3010, Los Angeles County, California",NA,5230
6037301100,"Census Tract 3011, Los Angeles County, California",NA,7114
6037301203,"Census Tract 3012.03, Los Angeles County, California",NA,4711
6037301204,"Census Tract 3012.04, Los Angeles County, California",NA,5284
6037301205,"Census Tract 3012.05, Los Angeles County, California",NA,2106
6037301206,"Census Tract 3012.06, Los Angeles County, California",NA,5281
6037301300,"Census Tract 3013, Los Angeles County, California",NA,1894
6037301400,"Census Tract 3014, Los Angeles County, California",NA,4190
6037301501,"Census Tract 3015.01, Los Angeles County, California",NA,1790
6037301502,"Census Tract 3015.02, Los Angeles County, California",NA,6750
6037301601,"Census Tract 3016.01, Los Angeles County, California",NA,6112
6037301602,"Census Tract 3016.02, Los Angeles County, California",NA,4446
6037301701,"Census Tract 3017.01, Los Angeles County, California",NA,2962
6037301702,"Census Tract 3017.02, Los Angeles County, California",NA,5835
6037301801,"Census Tract 3018.01, Los Angeles County, California",NA,5258
6037301802,"Census Tract 3018.02, Los Angeles County, California",NA,4516
6037301900,"Census Tract 3019, Los Angeles County, California",NA,8192
6037302002,"Census Tract 3020.02, Los Angeles County, California",NA,3949
6037302003,"Census Tract 3020.03, Los Angeles County, California",NA,3665
6037302004,"Census Tract 3020.04, Los Angeles County, California",NA,4151
6037302102,"Census Tract 3021.02, Los Angeles County, California",NA,5946
6037302103,"Census Tract 3021.03, Los Angeles County, California",NA,5430
6037302104,"Census Tract 3021.04, Los Angeles County, California",NA,4288
6037302201,"Census Tract 3022.01, Los Angeles County, California",NA,4019
6037302202,"Census Tract 3022.02, Los Angeles County, California",NA,5510
6037302301,"Census Tract 3023.01, Los Angeles County, California",NA,3985
6037302302,"Census Tract 3023.02, Los Angeles County, California",NA,5337
6037302401,"Census Tract 3024.01, Los Angeles County, California",NA,7395
6037302503,"Census Tract 3025.03, Los Angeles County, California",NA,4290
6037302504,"Census Tract 3025.04, Los Angeles County, California",NA,4273
6037302505,"Census Tract 3025.05, Los Angeles County, California",NA,4376
6037302506,"Census Tract 3025.06, Los Angeles County, California",NA,3262
6037310100,"Census Tract 3101, Los Angeles County, California",NA,5644
6037310201,"Census Tract 3102.01, Los Angeles County, California",NA,5732
6037310202,"Census Tract 3102.02, Los Angeles County, California",NA,5104
6037310300,"Census Tract 3103, Los Angeles County, California",NA,2881
6037310400,"Census Tract 3104, Los Angeles County, California",NA,3247
6037310501,"Census Tract 3105.01, Los Angeles County, California",NA,4066
6037310601,"Census Tract 3106.01, Los Angeles County, California",NA,6383
6037310602,"Census Tract 3106.02, Los Angeles County, California",NA,2853
6037310701,"Census Tract 3107.01, Los Angeles County, California",NA,2181
6037310702,"Census Tract 3107.02, Los Angeles County, California",NA,6567
6037310703,"Census Tract 3107.03, Los Angeles County, California",NA,4793
6037310800,"Census Tract 3108, Los Angeles County, California",NA,5314
6037310900,"Census Tract 3109, Los Angeles County, California",NA,6071
6037311000,"Census Tract 3110, Los Angeles County, California",NA,3641
6037311100,"Census Tract 3111, Los Angeles County, California",NA,4183
6037311200,"Census Tract 3112, Los Angeles County, California",NA,3171
6037311300,"Census Tract 3113, Los Angeles County, California",NA,3896
6037311400,"Census Tract 3114, Los Angeles County, California",NA,2300
6037311500,"Census Tract 3115, Los Angeles County, California",NA,5828
6037311600,"Census Tract 3116, Los Angeles County, California",NA,6707
6037311700,"Census Tract 3117, Los Angeles County, California",NA,6200
6037311801,"Census Tract 3118.01, Los Angeles County, California",NA,2873
6037311802,"Census Tract 3118.02, Los Angeles County, California",NA,4068
6037320000,"Census Tract 3200, Los Angeles County, California",NA,0
6037320100,"Census Tract 3201, Los Angeles County, California",NA,7601
6037320201,"Census Tract 3202.01, Los Angeles County, California",NA,4049
6037320202,"Census Tract 3202.02, Los Angeles County, California",NA,6151
6037320300,"Census Tract 3203, Los Angeles County, California",NA,6734
6037400204,"Census Tract 4002.04, Los Angeles County, California",NA,5637
6037400205,"Census Tract 4002.05, Los Angeles County, California",NA,2846
6037400206,"Census Tract 4002.06, Los Angeles County, California",NA,5365
6037400207,"Census Tract 4002.07, Los Angeles County, California",NA,4608
6037400302,"Census Tract 4003.02, Los Angeles County, California",NA,3154
6037400304,"Census Tract 4003.04, Los Angeles County, California",NA,7788
6037400402,"Census Tract 4004.02, Los Angeles County, California",NA,4305
6037400403,"Census Tract 4004.03, Los Angeles County, California",NA,3906
6037400404,"Census Tract 4004.04, Los Angeles County, California",NA,4268
6037400501,"Census Tract 4005.01, Los Angeles County, California",NA,2049
6037400602,"Census Tract 4006.02, Los Angeles County, California",NA,4250
6037400603,"Census Tract 4006.03, Los Angeles County, California",NA,5201
6037400604,"Census Tract 4006.04, Los Angeles County, California",NA,3501
6037400800,"Census Tract 4008, Los Angeles County, California",NA,6967
6037400900,"Census Tract 4009, Los Angeles County, California",NA,4424
6037401001,"Census Tract 4010.01, Los Angeles County, California",NA,3062
6037401002,"Census Tract 4010.02, Los Angeles County, California",NA,3678
6037401101,"Census Tract 4011.01, Los Angeles County, California",NA,5582
6037401102,"Census Tract 4011.02, Los Angeles County, California",NA,3896
6037401201,"Census Tract 4012.01, Los Angeles County, California",NA,3377
6037401202,"Census Tract 4012.02, Los Angeles County, California",NA,4706
6037401203,"Census Tract 4012.03, Los Angeles County, California",NA,5224
6037401303,"Census Tract 4013.03, Los Angeles County, California",NA,2074
6037401304,"Census Tract 4013.04, Los Angeles County, California",NA,5449
6037401311,"Census Tract 4013.11, Los Angeles County, California",NA,6120
6037401312,"Census Tract 4013.12, Los Angeles County, California",NA,5401
6037401500,"Census Tract 4015, Los Angeles County, California",NA,6213
6037401601,"Census Tract 4016.01, Los Angeles County, California",NA,5368
6037401602,"Census Tract 4016.02, Los Angeles County, California",NA,6294
6037401603,"Census Tract 4016.03, Los Angeles County, California",NA,2951
6037401701,"Census Tract 4017.01, Los Angeles County, California",NA,4488
6037401703,"Census Tract 4017.03, Los Angeles County, California",NA,4107
6037401704,"Census Tract 4017.04, Los Angeles County, California",NA,7108
6037401800,"Census Tract 4018, Los Angeles County, California",NA,7927
6037401901,"Census Tract 4019.01, Los Angeles County, California",NA,3945
6037401902,"Census Tract 4019.02, Los Angeles County, California",NA,6223
6037402001,"Census Tract 4020.01, Los Angeles County, California",NA,3294
6037402002,"Census Tract 4020.02, Los Angeles County, California",NA,4125
6037402101,"Census Tract 4021.01, Los Angeles County, California",NA,5558
6037402102,"Census Tract 4021.02, Los Angeles County, California",NA,4858
6037402200,"Census Tract 4022, Los Angeles County, California",NA,6782
6037402301,"Census Tract 4023.01, Los Angeles County, California",NA,5464
6037402303,"Census Tract 4023.03, Los Angeles County, California",NA,4080
6037402304,"Census Tract 4023.04, Los Angeles County, California",NA,4057
6037402402,"Census Tract 4024.02, Los Angeles County, California",NA,6635
6037402403,"Census Tract 4024.03, Los Angeles County, California",NA,5231
6037402404,"Census Tract 4024.04, Los Angeles County, California",NA,1862
6037402405,"Census Tract 4024.05, Los Angeles County, California",NA,2875
6037402406,"Census Tract 4024.06, Los Angeles County, California",NA,5329
6037402501,"Census Tract 4025.01, Los Angeles County, California",NA,5591
6037402502,"Census Tract 4025.02, Los Angeles County, California",NA,6839
6037402600,"Census Tract 4026, Los Angeles County, California",NA,7493
6037402702,"Census Tract 4027.02, Los Angeles County, California",NA,6365
6037402703,"Census Tract 4027.03, Los Angeles County, California",NA,4661
6037402705,"Census Tract 4027.05, Los Angeles County, California",NA,3254
6037402706,"Census Tract 4027.06, Los Angeles County, California",NA,3834
6037402801,"Census Tract 4028.01, Los Angeles County, California",NA,4976
6037402803,"Census Tract 4028.03, Los Angeles County, California",NA,3270
6037402804,"Census Tract 4028.04, Los Angeles County, California",NA,4238
6037402902,"Census Tract 4029.02, Los Angeles County, California",NA,6903
6037402903,"Census Tract 4029.03, Los Angeles County, California",NA,4363
6037402904,"Census Tract 4029.04, Los Angeles County, California",NA,3705
6037403000,"Census Tract 4030, Los Angeles County, California",NA,6950
6037403200,"Census Tract 4032, Los Angeles County, California",NA,399
6037403303,"Census Tract 4033.03, Los Angeles County, California",NA,2741
6037403304,"Census Tract 4033.04, Los Angeles County, California",NA,4863
6037403305,"Census Tract 4033.05, Los Angeles County, California",NA,2294
6037403312,"Census Tract 4033.12, Los Angeles County, California",NA,5096
6037403316,"Census Tract 4033.16, Los Angeles County, California",NA,6757
6037403317,"Census Tract 4033.17, Los Angeles County, California",NA,4710
6037403318,"Census Tract 4033.18, Los Angeles County, California",NA,6367
6037403319,"Census Tract 4033.19, Los Angeles County, California",NA,4046
6037403320,"Census Tract 4033.20, Los Angeles County, California",NA,4992
6037403321,"Census Tract 4033.21, Los Angeles County, California",NA,6303
6037403322,"Census Tract 4033.22, Los Angeles County, California",NA,3703
6037403323,"Census Tract 4033.23, Los Angeles County, California",NA,5494
6037403324,"Census Tract 4033.24, Los Angeles County, California",NA,7193
6037403325,"Census Tract 4033.25, Los Angeles County, California",NA,5348
6037403401,"Census Tract 4034.01, Los Angeles County, California",NA,5136
6037403402,"Census Tract 4034.02, Los Angeles County, California",NA,3745
6037403403,"Census Tract 4034.03, Los Angeles County, California",NA,4898
6037403404,"Census Tract 4034.04, Los Angeles County, California",NA,2645
6037403405,"Census Tract 4034.05, Los Angeles County, California",NA,1698
6037403406,"Census Tract 4034.06, Los Angeles County, California",NA,2955
6037403407,"Census Tract 4034.07, Los Angeles County, California",NA,2314
6037403408,"Census Tract 4034.08, Los Angeles County, California",NA,6512
6037403500,"Census Tract 4035, Los Angeles County, California",NA,1835
6037403600,"Census Tract 4036, Los Angeles County, California",NA,6690
6037403702,"Census Tract 4037.02, Los Angeles County, California",NA,3786
6037403703,"Census Tract 4037.03, Los Angeles County, California",NA,4542
6037403721,"Census Tract 4037.21, Los Angeles County, California",NA,4897
6037403722,"Census Tract 4037.22, Los Angeles County, California",NA,5628
6037403801,"Census Tract 4038.01, Los Angeles County, California",NA,6224
6037403802,"Census Tract 4038.02, Los Angeles County, California",NA,6687
6037403901,"Census Tract 4039.01, Los Angeles County, California",NA,3174
6037403902,"Census Tract 4039.02, Los Angeles County, California",NA,5140
6037404000,"Census Tract 4040, Los Angeles County, California",NA,4614
6037404100,"Census Tract 4041, Los Angeles County, California",NA,6277
6037404201,"Census Tract 4042.01, Los Angeles County, California",NA,3519
6037404202,"Census Tract 4042.02, Los Angeles County, California",NA,4252
6037404301,"Census Tract 4043.01, Los Angeles County, California",NA,5503
6037404302,"Census Tract 4043.02, Los Angeles County, California",NA,2176
6037404401,"Census Tract 4044.01, Los Angeles County, California",NA,3715
6037404402,"Census Tract 4044.02, Los Angeles County, California",NA,5156
6037404501,"Census Tract 4045.01, Los Angeles County, California",NA,2789
6037404503,"Census Tract 4045.03, Los Angeles County, California",NA,2638
6037404504,"Census Tract 4045.04, Los Angeles County, California",NA,5073
6037404600,"Census Tract 4046, Los Angeles County, California",NA,1394
6037404701,"Census Tract 4047.01, Los Angeles County, California",NA,5665
6037404702,"Census Tract 4047.02, Los Angeles County, California",NA,5629
6037404703,"Census Tract 4047.03, Los Angeles County, California",NA,3110
6037404801,"Census Tract 4048.01, Los Angeles County, California",NA,7911
6037404802,"Census Tract 4048.02, Los Angeles County, California",NA,4196
6037404803,"Census Tract 4048.03, Los Angeles County, California",NA,1719
6037404901,"Census Tract 4049.01, Los Angeles County, California",NA,5700
6037404902,"Census Tract 4049.02, Los Angeles County, California",NA,3968
6037404903,"Census Tract 4049.03, Los Angeles County, California",NA,2738
6037405001,"Census Tract 4050.01, Los Angeles County, California",NA,6029
6037405002,"Census Tract 4050.02, Los Angeles County, California",NA,3169
6037405101,"Census Tract 4051.01, Los Angeles County, California",NA,5617
6037405102,"Census Tract 4051.02, Los Angeles County, California",NA,5639
6037405201,"Census Tract 4052.01, Los Angeles County, California",NA,4933
6037405202,"Census Tract 4052.02, Los Angeles County, California",NA,4850
6037405203,"Census Tract 4052.03, Los Angeles County, California",NA,3638
6037405301,"Census Tract 4053.01, Los Angeles County, California",NA,3469
6037405302,"Census Tract 4053.02, Los Angeles County, California",NA,5433
6037405400,"Census Tract 4054, Los Angeles County, California",NA,4950
6037405500,"Census Tract 4055, Los Angeles County, California",NA,6596
6037405600,"Census Tract 4056, Los Angeles County, California",NA,5553
6037405701,"Census Tract 4057.01, Los Angeles County, California",NA,3862
6037405702,"Census Tract 4057.02, Los Angeles County, California",NA,4957
6037405800,"Census Tract 4058, Los Angeles County, California",NA,5825
6037405900,"Census Tract 4059, Los Angeles County, California",NA,3951
6037406000,"Census Tract 4060, Los Angeles County, California",NA,5206
6037406101,"Census Tract 4061.01, Los Angeles County, California",NA,3105
6037406102,"Census Tract 4061.02, Los Angeles County, California",NA,6167
6037406200,"Census Tract 4062, Los Angeles County, California",NA,5811
6037406300,"Census Tract 4063, Los Angeles County, California",NA,5829
6037406402,"Census Tract 4064.02, Los Angeles County, California",NA,2043
6037406411,"Census Tract 4064.11, Los Angeles County, California",NA,2002
6037406412,"Census Tract 4064.12, Los Angeles County, California",NA,2123
6037406500,"Census Tract 4065, Los Angeles County, California",NA,6655
6037406601,"Census Tract 4066.01, Los Angeles County, California",NA,5550
6037406602,"Census Tract 4066.02, Los Angeles County, California",NA,5198
6037406701,"Census Tract 4067.01, Los Angeles County, California",NA,3082
6037406702,"Census Tract 4067.02, Los Angeles County, California",NA,6375
6037406800,"Census Tract 4068, Los Angeles County, California",NA,4866
6037406901,"Census Tract 4069.01, Los Angeles County, California",NA,4773
6037406902,"Census Tract 4069.02, Los Angeles County, California",NA,3584
6037407001,"Census Tract 4070.01, Los Angeles County, California",NA,6284
6037407002,"Census Tract 4070.02, Los Angeles County, California",NA,3436
6037407101,"Census Tract 4071.01, Los Angeles County, California",NA,4883
6037407102,"Census Tract 4071.02, Los Angeles County, California",NA,5710
6037407200,"Census Tract 4072, Los Angeles County, California",NA,6910
6037407301,"Census Tract 4073.01, Los Angeles County, California",NA,4949
6037407302,"Census Tract 4073.02, Los Angeles County, California",NA,3503
6037407400,"Census Tract 4074, Los Angeles County, California",NA,1977
6037407501,"Census Tract 4075.01, Los Angeles County, California",NA,4257
6037407502,"Census Tract 4075.02, Los Angeles County, California",NA,4170
6037407601,"Census Tract 4076.01, Los Angeles County, California",NA,4608
6037407602,"Census Tract 4076.02, Los Angeles County, California",NA,3993
6037407701,"Census Tract 4077.01, Los Angeles County, California",NA,4903
6037407702,"Census Tract 4077.02, Los Angeles County, California",NA,6744
6037407801,"Census Tract 4078.01, Los Angeles County, California",NA,5727
6037407802,"Census Tract 4078.02, Los Angeles County, California",NA,3476
6037407900,"Census Tract 4079, Los Angeles County, California",NA,6082
6037408003,"Census Tract 4080.03, Los Angeles County, California",NA,4577
6037408004,"Census Tract 4080.04, Los Angeles County, California",NA,2493
6037408005,"Census Tract 4080.05, Los Angeles County, California",NA,5161
6037408006,"Census Tract 4080.06, Los Angeles County, California",NA,3344
6037408133,"Census Tract 4081.33, Los Angeles County, California",NA,5203
6037408134,"Census Tract 4081.34, Los Angeles County, California",NA,2760
6037408135,"Census Tract 4081.35, Los Angeles County, California",NA,3882
6037408136,"Census Tract 4081.36, Los Angeles County, California",NA,4224
6037408137,"Census Tract 4081.37, Los Angeles County, California",NA,4277
6037408138,"Census Tract 4081.38, Los Angeles County, California",NA,5432
6037408139,"Census Tract 4081.39, Los Angeles County, California",NA,4536
6037408140,"Census Tract 4081.40, Los Angeles County, California",NA,3793
6037408141,"Census Tract 4081.41, Los Angeles County, California",NA,5366
6037408202,"Census Tract 4082.02, Los Angeles County, California",NA,2015
6037408211,"Census Tract 4082.11, Los Angeles County, California",NA,6381
6037408212,"Census Tract 4082.12, Los Angeles County, California",NA,5042
