"hour_pacific","Max","Average"
00:21:00,657340,37070.128440367
00:21:20,657360,36400.9009009009
00:21:40,657380,37074.0550458716
00:22:00,657400,37419.5462962963
00:22:20,657420,39628.5294117647
00:22:40,657440,37778.6261682243
00:23:00,657460,38500.5238095238
00:23:20,657480,35468.9824561404
00:23:40,657500,38880.9711538461
00:24:00,657520,37913.9622641509
00:24:20,657540,37914.641509434
00:24:40,657560,35891.4553571428
00:25:00,657580,37218.5555555556
00:25:20,657600,36221.7297297297
00:25:40,657620,40205.01
00:26:00,657640,39811.4257425742
00:26:20,657660,40219.37
00:26:40,657680,41898.0416666667
00:27:00,657700,39818.801980198
00:27:20,657720,46229.3563218391
00:27:40,657740,42346.4421052632
00:28:00,657760,40383.9393939394
00:28:20,657780,40808.9591836735
00:28:40,657800,38095.8761904762
00:29:00,657820,41073.5714285714
00:29:20,657840,40663.9696969697
00:29:40,657860,40673.9898989899
00:30:00,657880,42839.6808510638
00:30:20,657900,41516.5670103093
00:30:40,657920,37644.6261682243
00:31:00,657940,40423.5656565657
00:31:20,657960,43039.559139785
00:31:40,657980,43048.0752688172
00:32:00,658000,41113.0306122449
00:32:20,658020,44282.9450549451
00:32:40,658040,41976.1041666667
00:33:00,658060,41281.9793814433
00:33:20,658080,40450.696969697
00:33:40,658100,41717.9583333334
00:34:00,658120,40716.0101010101
00:34:20,658140,39528.3431372549
00:34:40,658160,39929.6831683168
00:35:00,658180,39927.9900990099
00:35:20,658200,38417.8
00:35:40,658220,44330.2747252747
00:36:00,658240,43860.4725274725
00:36:20,658260,43106.9032258065
00:36:40,658280,40099.57
00:37:00,658300,41180.4489795918
00:37:20,658320,43398.4408602151
00:37:40,658340,43402.7419354839
00:38:00,658360,42491.4842105263
00:38:20,658380,44851.7777777778
00:38:40,658400,43407.2688172043
00:39:00,658420,44860.7555555556
00:39:20,658440,44368.0549450549
00:39:40,658460,45372.5842696629
00:40:00,658480,47217.5882352941
00:40:20,658500,42705.6595744681
00:40:40,658520,48960.243902439
00:41:00,658540,47529.7176470588
00:41:20,658560,47533.0235294118
00:41:40,658580,49880.6913580247
00:42:00,658600,49573.7407407407
00:42:20,658620,44618
00:42:40,658640,50835.2025316456
00:43:00,658660,43934.1630434783
00:43:20,658680,47007.1511627907
00:43:40,658700,48715.4096385542
00:44:00,658720,49000.7195121951
00:44:20,658740,55048.1232876712
00:44:40,658760,47290.9529411765
00:45:00,658780,47035.1395348837
00:45:20,658800,45971.6022727273
00:45:40,658820,51213.4430379747
00:46:00,658840,50902.3417721519
00:46:20,658860,46771.3488372093
00:46:40,658880,48471.0963855422
00:47:00,658900,49373.1219512195
00:47:20,658920,47314.6352941176
00:47:40,658940,51260.6708860759
00:48:00,658960,52267.5324675325
00:48:20,658980,49692.5308641975
00:48:40,659000,49699.3333333334
00:49:00,659020,50640.2375
00:49:20,659040,50028.5555555555
00:49:40,659060,50657.9125
00:50:00,659080,51633.9102564103
00:50:20,659100,48534.6385542169
00:50:40,659120,50351.65
00:51:00,659140,48832.3855421687
00:51:20,659160,48833.8192771084
00:51:40,659180,51311.2911392405
00:52:00,659200,52323.3376623377
00:52:20,659220,50372.0875
00:52:40,659240,53031.6052631579
00:53:00,659260,51992.4230769231
00:53:20,659280,52680.2987012987
00:53:40,659300,50087.037037037
00:54:00,659320,49774.9135802469
00:54:20,659340,48586.2048192771
00:54:40,659360,49789.6049382716
00:55:00,659380,54114.6
00:55:20,659400,48910.5903614458
00:55:40,659420,50126.037037037
00:56:00,659440,48040.2738095238
00:56:20,659460,49223.6097560976
00:56:40,659480,47281.2352941177
00:57:00,659500,49533.756097561
00:57:20,659520,52081.7564102564
00:57:40,659540,50158.5679012346
00:58:00,659560,49841.8518518518
00:58:20,659580,49854.2345679012
00:58:40,659600,49864.9382716049
00:59:00,496268,44899.4266666667
00:59:20,659640,54927.8378378378
00:59:40,659660,50815.6
01:00:00,659680,50508.025
01:00:20,659700,51815.4487179487
01:00:40,659720,53183.447368421
01:01:00,659740,50850
01:01:20,659760,53537.5394736842
01:01:40,659780,50245.5802469136
01:02:00,659800,50565.6125
01:02:20,659820,51875.6538461539
01:02:40,659840,47611.5058823529
01:03:00,659860,45252.9777777778
01:03:20,659880,48498.0476190476
01:03:40,659900,55763.8082191781
01:04:00,659920,63221.703125
01:04:20,659940,52561.987012987
01:04:40,659960,51887.4102564103
01:05:00,659980,53585.9736842105
01:05:20,660000,56573.6944444444
01:05:40,660020,50299.8641975309
01:06:00,660040,49985.7160493827
01:06:20,660060,52590.4025974026
